@relation Issues

@attribute Title string
@attribute Body string
@attribute Label {bug,enhancement}

@data
'uncaught error dlopen private var folders q3 s4jcckxs26j5csf74xvqm2nh0000gn wzql uqj8an atom','enter steps reproduce atom x64 electron os mac os thrown atom core stack trace uncaught error dlopen private var folders q3 s4jcckxs26j5csf74xvqm2nh0000gn wzql uqj8an atom app contents resources app asar unpacked node modules keyboard layout build release keyboard layout manager node image found electron asar js error dlopen private var folders q3 s4jcckxs26j5csf74xvqm2nh0000gn wzql uqj8an atom app contents resources app asar unpacked node modules keyboard layout build release keyboard layout manager node image found process module anonymous function dlopen electron asar js object module extensions node internal modules cjs loader js object module anonymous function node electron asar js module load internal modules cjs loader js trymoduleload internal modules cjs loader js function module load internal modules cjs loader js module require app asar static index js require internal modules cjs helpers js customrequire private var folders q3 s4jcckxs26j5csf74xvqm2nh0000gn wzql uqj8an atom app contents resources app static embedded keyboardlayoutmanager private var folders q3 s4jcckxs26j5csf74xvqm2nh0000gn wzql uqj8an atom app contents resources app static embedded manager private var folders q3 s4jcckxs26j5csf74xvqm2nh0000gn wzql uqj8an atom app contents resources app static embedded object getcurrentkeyboardlayout private var folders q3 s4jcckxs26j5csf74xvqm2nh0000gn wzql uqj8an atom app contents resources app static embedded keystrokeforkeyboardevent private var folders q3 s4jcckxs26j5csf74xvqm2nh0000gn wzql uqj8an atom app contents resources app static embedded keymapmanager keystrokeforkeyboardevent private var folders q3 s4jcckxs26j5csf74xvqm2nh0000gn wzql uqj8an atom app contents resources app static embedded keymapmanager handlekeyboardevent private var folders q3 s4jcckxs26j5csf74xvqm2nh0000gn wzql uqj8an atom app contents resources app static embedded windoweventhandler handledocumentkeyevent private var folders q3 s4jcckxs26j5csf74xvqm2nh0000gn wzql uqj8an atom app contents resources app static embedded commands core packages',bug
'bug multiple keyboard layouts windows','read atom code conduct filing issue expected comply including treating respect https github atom github blob master code conduct md question support atom message board place support https discuss atom io prerequisites put brackets line reproduced problem safe mode https flight manual atom io hacking atom sections debugging safe mode applicable steps debugging guide https flight manual atom io hacking atom sections debugging checked faqs message board common solutions https discuss atom io faq checked issue isn filed https github issues utf8 âœ 3aissue user 3aatom checked atom package functionality https atom io packages description description issue steps reproduce add secondary keyboard layout unset default input method windows settings open atom exe start typing atom core screen keyboard expected behavior text edited inputed error actual behavior atom generates exception keyboard atom core reproduces stroke keyboard interface atom throw electron js exception versions atom electron chrome node os microsoft windows home version build additional information attempted problem utf languages errors thrown keyboard inputs full error enter steps reproduce atom x64 electron os microsoft windows home thrown atom core stack trace uncaught error module found users jerem appdata local atom app resources app asar unpacked node modules keyboard layout build release keyboard layout manager node electron asar js error module found users jerem appdata local atom app resources app asar unpacked node modules keyboard layout build release keyboard layout manager node process module anonymous function dlopen electron asar js object module extensions node internal modules cjs loader js object module anonymous function node electron asar js module load internal modules cjs loader js trymoduleload internal modules cjs loader js function module load internal modules cjs loader js module require app asar static index js require internal modules cjs helpers js customrequire appdata local atom app resources app static embedded keyboardlayoutmanager appdata local atom app resources app static embedded manager appdata local atom app resources app static embedded object getcurrentkeyboardlayout appdata local atom app resources app static embedded keystrokeforkeyboardevent appdata local atom app resources app static embedded keymapmanager keystrokeforkeyboardevent appdata local atom app resources app static embedded keymapmanager handlekeyboardevent appdata local atom app resources app static embedded windoweventhandler handledocumentkeyevent appdata local atom app resources app static embedded commands core packages emmet',bug
'uncaught error call function getposition missing remote object','enter steps reproduce unsure back laptop error popup place assume points memory leak speculative part atom x64 electron os mac os thrown atom core stack trace uncaught error call function getposition missing remote object applications atom app contents resources electron asar renderer api remote js error call function getposition missing remote object throwrpcerror applications atom app contents resources electron asar browser rpc server js applications atom app contents resources electron asar browser rpc server js eventemitter ipcmain args applications atom app contents resources electron asar browser rpc server js eventemitter emit events js webcontents anonymous applications atom app contents resources electron asar browser api web contents js webcontents emit events js commands core packages busy signal intentions language slim linter linter rubocop linter ui default minimap pigments shared settings svn sync settings',bug
'uncaught error call function getposition missing remote object','enter steps reproduce atom x64 electron os mac os thrown atom core stack trace uncaught error call function getposition missing remote object applications atom app contents resources electron asar renderer api remote js error call function getposition missing remote object throwrpcerror applications atom app contents resources electron asar browser rpc server js applications atom app contents resources electron asar browser rpc server js eventemitter ipcmain args applications atom app contents resources electron asar browser rpc server js eventemitter emit events js webcontents anonymous applications atom app contents resources electron asar browser api web contents js webcontents emit events js commands autocomplete confirm input hidden input core move input hidden input 2x core backspace input hidden input core save input hidden input emmet insert formatted line break input hidden input editor newline input hidden input autocomplete confirm input hidden input snippets expand atom text editor editor focused autocomplete active core backspace input hidden input core move input hidden input 6x core backspace input hidden input emmet insert formatted line break input hidden input editor newline input hidden input core save input hidden input emmet insert formatted line break input hidden input editor newline input hidden input core packages stack atom beautify atom live server busy signal emmet file icons highlight selected intentions jshint linter linter jscs linter jshint linter ui default minimap minimap pigments pigments teletype todo',bug
'uncaught error module register','enter steps reproduce atom x64 electron os unknown macos version thrown atom core stack trace uncaught error module register electron asar js error module register process module anonymous function dlopen electron asar js object module extensions node internal modules cjs loader js object module anonymous function node electron asar js module load internal modules cjs loader js trymoduleload internal modules cjs loader js function module load internal modules cjs loader js module require app asar static index js require internal modules cjs helpers js customrequire applications atom app contents resources app static embedded keyboardlayoutmanager applications atom app contents resources app static embedded manager applications atom app contents resources app static embedded object getcurrentkeyboardlayout applications atom app contents resources app static embedded keystrokeforkeyboardevent applications atom app contents resources app static embedded keymapmanager keystrokeforkeyboardevent applications atom app contents resources app static embedded keymapmanager handlekeyboardevent applications atom app contents resources app static embedded windoweventhandler handledocumentkeyevent applications atom app contents resources app static embedded commands tree view move span icon sql icon medium orange editor consolidate selections input hidden input tree view move span icon sql icon medium orange 6x editor consolidate selections input hidden input core packages atom dbt change case file icons minimap multi cursor pyocd script todo show',bug
'uncaught error call function settouchbar missing remote object','enter steps reproduce honestly unsure ãƒ atom x64 electron os mac os thrown atom core stack trace uncaught error call function settouchbar missing remote object applications atom app contents resources electron asar renderer api remote js error call function settouchbar missing remote object throwrpcerror applications atom app contents resources electron asar browser rpc server js applications atom app contents resources electron asar browser rpc server js eventemitter ipcmain args applications atom app contents resources electron asar browser rpc server js eventemitter emit events js webcontents anonymous applications atom app contents resources electron asar browser api web contents js webcontents emit events js commands find replace show input hidden input core paste input hidden input find replace find input hidden input core save input hidden input markdown writer insert line input hidden input editor newline input hidden input markdown writer insert line input hidden input editor newline input hidden input markdown writer insert line input hidden input autocomplete confirm input hidden input autocomplete activate atom text editor editor focused core backspace input hidden input core save input hidden input pane show item input hidden input pane show item input hidden input pane show previous item input hidden input core packages advanced open file atom beautify atom django atom jade atom jinja2 atom material syntax atom material ui atom tachyons base16 spacegray syntax busy signal city lights icons city lights syntax city lights ui date dusk syntax editorconfig emmet geo editor gist import sf mono intentions jekyll language liquid language pug language vue linter linter jsonlint linter markdown linter ui default markdown writer merge conflicts php twig pigments pretty json rest client sort lines source preview pug spacegray atom dark ui spacegray dark neue ui spacegray dark syntax spacegray dark ui sync settings tool bar tool bar markdown writer',bug
'nstall wä ndows','nstaller stopped nfo program squirrel updater rerunningwithoutuac nfo program emre nfo program emre nfo checkforupdateimpl emre fatal unhandled system aggregateexception bir veya daha fazla hata oluåÿtu system missingmethodexception yã ntem bulunamadä system string system string system iformatprovider system string system konum nuget semanticversion string konum squirrel versionextensions tosemanticversion string konum squirrel utility findcurrentversion releaseentry konum system linq enumerablesorter computekeys telement elements int32 konum system linq enumerablesorter telement elements int32 konum system linq orderedenumerable getenumerator movenext konum system linq enumerable firstordefault tsource ienumerable func predicate konum squirrel utility findcurrentversion ienumerable localreleases konum squirrel updatemanager checkforupdateimpl determineupdateinfo updaterintention intention ienumerable localreleases ienumerable remotereleases boolean ignoredeltaupdates konum squirrel updatemanager checkforupdateimpl checkforupdate movenext zel durumun oluåÿturulduäÿu nceki konumdan baåÿlayan yä äÿä izlemesinin sonu konum system runtime compilerservices taskawaiter throwfornonsuccess task task konum system runtime compilerservices taskawaiter handlenonsuccessanddebuggernotification task task konum squirrel updatemanager checkforupdate movenext zel durumun oluåÿturulduäÿu nceki konumdan baåÿlayan yä äÿä izlemesinin sonu konum system runtime compilerservices taskawaiter throwfornonsuccess task task konum system runtime compilerservices taskawaiter handlenonsuccessanddebuggernotification task task konum squirrel updatemanager fullinstall movenext zel durumun oluåÿturulduäÿu nceki konumdan baåÿlayan yä äÿä izlemesinin sonu konum system runtime compilerservices taskawaiter throwfornonsuccess task task konum system runtime compilerservices taskawaiter handlenonsuccessanddebuggernotification task task konum system runtime compilerservices taskawaiter validateend task task konum squirrel program movenext zel durum yä äÿä nä izlemesinin sonu konum system threading task throwifexceptional boolean includetaskcanceledexceptions konum system threading task int32 millisecondstimeout cancellationtoken cancellationtoken konum squirrel program executecommandline string konum squirrel program string zel durum system missingmethodexception yã ntem bulunamadä system string system string system iformatprovider system string system konum nuget semanticversion string konum squirrel versionextensions tosemanticversion string konum squirrel utility findcurrentversion releaseentry konum system linq enumerablesorter computekeys telement elements int32 konum system linq enumerablesorter telement elements int32 konum system linq orderedenumerable getenumerator movenext konum system linq enumerable firstordefault tsource ienumerable func predicate konum squirrel utility findcurrentversion ienumerable localreleases konum squirrel updatemanager checkforupdateimpl determineupdateinfo updaterintention intention ienumerable localreleases ienumerable remotereleases boolean ignoredeltaupdates konum squirrel updatemanager checkforupdateimpl checkforupdate movenext zel durumun oluåÿturulduäÿu nceki konumdan baåÿlayan yä äÿä izlemesinin sonu konum system runtime compilerservices taskawaiter throwfornonsuccess task task konum system runtime compilerservices taskawaiter handlenonsuccessanddebuggernotification task task konum squirrel updatemanager checkforupdate movenext zel durumun oluåÿturulduäÿu nceki konumdan baåÿlayan yä äÿä izlemesinin sonu konum system runtime compilerservices taskawaiter throwfornonsuccess task task konum system runtime compilerservices taskawaiter handlenonsuccessanddebuggernotification task task konum squirrel updatemanager fullinstall movenext zel durumun oluåÿturulduäÿu nceki konumdan baåÿlayan yä äÿä izlemesinin sonu konum system runtime compilerservices taskawaiter throwfornonsuccess task task konum system runtime compilerservices taskawaiter handlenonsuccessanddebuggernotification task task konum system runtime compilerservices taskawaiter validateend task task konum squirrel program movenext',enhancement
'atom showing images markdown preview','read atom code conduct filing issue expected comply including treating respect https github atom github blob master code conduct md question support atom message board place support https discuss atom io prerequisites put brackets line reproduced problem safe mode https flight manual atom io hacking atom sections debugging safe mode applicable steps debugging guide https flight manual atom io hacking atom sections debugging checked faqs message board common solutions https discuss atom io faq checked issue isn filed https github issues utf8 âœ 3aissue user 3aatom checked atom package functionality https atom io packages description images showing inconsistently markdown preview catalina steps reproduce confirm catalina file permissions delete entire github repository sycn delete reinstall atom sign back github expected behavior images markdown preview actual behavior images show checked formatting files local drive difference reproduces time versions atom catalina additional information image https user images githubusercontent a0885080 0b87 11ea 2df9bb656318 png',bug
'uncaught error enoent file directory lstat projects py38 hw2','enter steps reproduce open instance atom add project tree instance directory working cut symbolic link cgi bin directory project paste paste symbolic link subdirectory project error message link start issue appeared entire directory represented project tree window file atom x64 electron os linux mint thrown atom core stack trace uncaught error enoent file directory lstat home fuzzy projects py38 hw2 fs js error enoent file directory lstat home fuzzy projects py38 hw2 proxy realpathsync fs js proxy fs realpathsync electron asar js treeview moveentry usr share atom resources app static embedded treeview ondrop usr share atom resources app static embedded htmldivelement anonymous usr share atom resources app static embedded commands pane split copy active item li directory entry list nested item expanded selected pane close div item views editor consolidate selections input hidden input core cancel input hidden input tree view paste span icon icon file directory core packages',bug
'uncaught error enoent file directory lstat downloads europe png','drag drop image downloads atom x64 electron os microsoft windows thrown atom core stack trace uncaught error enoent file directory lstat users hannah downloads europe png fs js error enoent file directory lstat users hannah downloads europe png proxy realpathsync fs js proxy fs realpathsync electron asar js treeview moveentry appdata local atom app resources app static embedded treeview ondrop appdata local atom app resources app static embedded htmldivelement anonymous appdata local atom app resources app static embedded commands 3x core backspace input hidden input intentions highlight input hidden input core save input hidden input core packages atom beautify atom ternjs autoclose html busy signal csslint emmet intentions language ejs linter linter jshint linter ui default pigments',bug
corruption,'10kb 0x20 0x0d 0x0a recovery hadn committed understand autosaves backups cached copys',enhancement
scroll,'scroll occurrence scroll scroll scroll scroll',enhancement
'atom wait work','prerequisites put brackets line reproduced problem safe mode https flight manual atom io hacking atom sections debugging safe mode applicable steps debugging guide https flight manual atom io hacking atom sections debugging checked faqs message board common solutions https discuss atom io faq checked issue isn filed https github issues utf8 âœ 3aissue user 3aatom checked atom package functionality https atom io packages description windows running atom wait command shell block relevant file tab application window closed makes impossible atom default editor git steps reproduce install latest build git windows x64 install latest build atom editor windows x64 note preceding steps make check install option make atom default editor git edit existing file existing git repo windows command prompt run git add windows command prompt run git commit expected behavior atom launch act commit message editor command prompt block user closes atom application window commit message file simple closes commit message file tab atom application window actual behavior atom launches act commit message editor command prompt block git issues error output inside command prompt hint waiting editor close file aborting commit due empty commit message reproduces versions winver microsoft windows version os build atom electron chrome node additional information run git config global core editor command line configured git correct git config global core editor users keith appdata local atom app atom exe wait',bug
'uncaught error call function getposition missing remote object','enter steps reproduce atom x64 electron os ubuntu thrown atom core stack trace uncaught error call function getposition missing remote object snap atom usr share atom resources electron asar renderer api remote js error call function getposition missing remote object throwrpcerror snap atom usr share atom resources electron asar browser rpc server js snap atom usr share atom resources electron asar browser rpc server js eventemitter ipcmain args snap atom usr share atom resources electron asar browser rpc server js eventemitter emit events js webcontents anonymous snap atom usr share atom resources electron asar browser api web contents js webcontents emit events js commands github toggle github tab atom workspace workspace scrollbars visible theme dark syntax theme dark ui 5x core close input hidden input core packages platformio ide terminal',bug
'atom open windows macos','prerequisites put brackets line reproduced problem safe mode https flight manual atom io hacking atom sections debugging safe mode applicable steps debugging guide https flight manual atom io hacking atom sections debugging checked faqs message board common solutions https discuss atom io faq checked issue isn filed https github issues utf8 âœ 3aissue user 3aatom checked atom package functionality https atom io packages description upgrade atom open window configuration file steps reproduce preexisting setup expected behavior open configuraton window file window actual behavior atom opens presents menu menu bar opens window pickup file silently ignores command open window open config window reproduces systematically versions information copy pasting output atom version apm version command line include os version os running atom electron chrome node productname mac os productversion buildversion 18g103 additional information additional information configuration data reproduce issue safe mode renamed atom backup deleted installation https discuss atom io uninstall atom macos reinstalled image file avail attempted advice latest version macos https flight manual atom io faq sections unable latest version atom macos fix atom unable start chrome',bug
'append scopes overriding tree sitter grammars','read atom code conduct filing issue expected comply including treating respect https github atom github blob master code conduct md question support atom message board place support https discuss atom io mind atom highly customizable number ways strongly prefer options filing issue https flight manual atom io atom sections basic customization tweak atom configuration styles keybindings https flight manual atom io atom sections atom packages install community package https flight manual atom io hacking atom atom api init script create package enhance existing package convinced options feature explain case filling issue template note atom team finite resources work feature requests interested feature follow submit rfc talk detail summary creating grammar option append scopes overriding targeting tree sitter nodes grammar file scopes inevitably repeated makes grammars cumbersome hard maintain considered additional context cson identifier identifier match long list exceptions match exception typeerror verylonglistofexceptions scopes entity class exception entity inherited class class definition argument list identifier match long list exceptions match exception typeerror verylonglistofexceptions scopes entity class exception inherited entity class inherited easier maintain scopes appendable cson identifier identifier match long list exceptions match exception typeerror verylonglistofexceptions scopes entity class exception entity inherited class class definition argument list identifier class inherited append',bug
'atom saving opening','prerequisites put brackets line reproduced problem safe mode https flight manual atom io hacking atom sections debugging safe mode applicable steps debugging guide https flight manual atom io hacking atom sections debugging checked faqs message board common solutions https discuss atom io faq checked issue isn filed https github issues utf8 âœ 3aissue user 3aatom checked atom package functionality https atom io packages note clear window state https discuss atom io unexpected atom clear window state behaviour larsgw issue description opening files save open additional files fixed restarting long narrowed github package open git tab steps reproduce open git tab open files save files expected behavior continue open save files actual behavior saving opening silently fails terms ui file reproduces time number files open differ save versions atom atom electron chrome node uname smp debian additional information locked due inactivity lot people problems posted forum https discuss atom io files opening saving debian larsgw',bug
'atom silently fails start incorrect path command line','prerequisites put brackets line reproduced problem safe mode https flight manual atom io hacking atom sections debugging safe mode applicable steps debugging guide https flight manual atom io hacking atom sections debugging checked faqs message board common solutions https discuss atom io faq checked issue isn filed https github issues utf8 âœ 3aissue user 3aatom checked atom package functionality https atom io packages description found calling atom command line atom myfile py test test myfile py atom fail silently start turns directory test exist tests directory tests note trailing verified behaviour multiple file arguments single file argument wildcard arguments current behaviour atom start returns command line failing silently crash log behaviour expected behaviour atom sort error message path path found proceeds starting failing silently make sense provide message back command line path found finish starting ui present dialog showing error message offering create path file description issue steps reproduce ensure atom running command line start atom open file path doesn exist instance atom nonexistingpath myfile txt case opening test test py directory test didn exist called tests expected behavior atom kind error message troubleshooting ui command line helps creating missing path actual behavior atom returns command line failing silently doesn crash log reproduces versions reproduced atom version x64 ubuntu oct information copy pasting output atom version apm version command line include os version os running additional information additional information configuration data reproduce issue',bug
'quit atom leaves atom helper processes active','prerequisites reproduced problem safe mode https flight manual atom io hacking atom sections debugging safe mode applicable steps debugging guide https flight manual atom io hacking atom sections debugging checked faqs message board common solutions https discuss atom io faq checked issue isn filed https github issues utf8 âœ 3aissue user 3aatom checked atom package functionality https atom io packages description description issue steps reproduce opened atom project open day close atom open activity monitor expected behavior expected atom helper processes terminated actual behavior screenshot https user images githubusercontent 04b62680 11ea 105c3b26bf61 png reproduces time versions information copy pasting output atom version apm version command line include os version os running additional information additional information configuration data reproduce issue',bug
'horizontal wheel invalid','version x64 win10 electron chrome node v10 logi m590 horizontal wheel work atom win10 horizontal wheel works atom ubuntu open pdf file atom win10 horizontal wheel works pdf plugin pdf view',bug
