"Id","Title","Body","Label"
"135","Needs to use openat() with gvfs so that stale but remounted connections work.","### Description

If you try to save to a file over gvfs where the connection has been closed, and the remounted it reports a fuse error. This is because it is holding a state file handle, instead of using openat() and letting the kernel traverse the directories each time. Sometimes you would want the functionality where it holds on to the fds, but in this case I do not want that.

### Steps to Reproduce

1. Open a file on GNOME from over gvfs to a ssh host (sftp)
2. disconnect the sftp connection
3. reconnect the sftp connection
3. try to save a file

**Expected behavior:**
works

**Actual behavior:**
can't save over socket

**Reproduces how often:**
100%

### Versions

apm  2.1.7
npm  6.2.0
node 8.9.3 x64
atom 1.37.0
python 2.7.16
git 2.20.1

Ubuntu disco x86_64
","network"
"136","Enabling @atom/notify by default causes CI failures with electron v3","We're getting some CI failures on the [`electron-3.1` branch](https://github.com/atom/atom/pull/18916/) on Windows:

```
Error: async hook stack has become corrupted (actual: 5580, expected: 0)
 1: v8::RetainedObjectInfo::~RetainedObjectInfo
 2: node::RemoveEnvironmentCleanupHook
 3: node::InternalCallbackScope::Close
 4: uv_run
 5: 0140999B
 6: 0140A236
 7: 015738DC
 8: 015AF71E
 9: 015AF892
10: 015AFA54
11: 015B04B3
12: 015B00F5
13: 01581448
14: GetHandleVerifier
15: GetHandleVerifier
16: IsSandboxedProcess
17: IsSandboxedProcess
18: IsSandboxedProcess
19: GetHandleVerifier
20: 01404AB6
21: IsSandboxedProcess
22: BaseThreadInitThunk
23: RtlInitializeExceptionChain
24: RtlInitializeExceptionChain
Error! The 'core-main-process' test step finished with a non-zero exit code
```

The issue seems to be caused by `@atom/notify`","electron-3"
"137","We should reuse the electron-link cache between builds on Azure DevOps","When building Atom, we [generate a v8 startup snapshot](https://github.com/atom/atom/blob/1edf94a24032a8a0e555c3db7aa7de01e5b00633/script/lib/generate-startup-snapshot.js) by transforming every source file in the code base and concatenating them all into one giant `startup.js` script. I don't have exact timings, but this takes a decent percentage of the 10 minutes we spend on the `Build Atom` step of every build on every platform.

The `electron-link` tool includes a caching facility, which skips transformation of any file that hasn't changed. If we could take advantage of that on Azure Pipelines, we'd save a significant chunk of time on every build.

@jasonrudolph co-authored this issue.

cc @daviwil ",""
"138","Reopen Project in safe/dev mode opens existing project in normal window","### Prerequisites

* [x] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: https://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: https://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description

If you have Project A open in a normal Atom window and want to open it as well using the Reopen Project command in a safe/dev window, the existing Atom window will be focused.
This does _not_ happen using Add Folder.

### Steps to Reproduce

1. `atom some-project`
2. `atom --safe`
3. `application:reopen-project`
4. Select `some-project`

**Expected behavior:** `some-project` to open in the safe window

**Actual behavior:** The normal window is focused

**Reproduces how often:** 100%

### Versions

```
Atom    : 1.39.0-dev-d35e39605
Electron: 2.0.18
Chrome  : 61.0.3163.100
Node    : 8.9.3
```

### Additional Information

/cc @smashwilson","d ⬇�?"
"139","Reopen Project in safe/dev mode opens existing project in normal window","### Prerequisites

* [x] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: https://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: https://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description

If you have Project A open in a normal Atom window and want to open it as well using the Reopen Project command in a safe/dev window, the existing Atom window will be focused.
This does _not_ happen using Add Folder.

### Steps to Reproduce

1. `atom some-project`
2. `atom --safe`
3. `application:reopen-project`
4. Select `some-project`

**Expected behavior:** `some-project` to open in the safe window

**Actual behavior:** The normal window is focused

**Reproduces how often:** 100%

### Versions

```
Atom    : 1.39.0-dev-d35e39605
Electron: 2.0.18
Chrome  : 61.0.3163.100
Node    : 8.9.3
```

### Additional Information

/cc @smashwilson","i ⬇�?"
"140","Reopen Project in safe/dev mode opens existing project in normal window","### Prerequisites

* [x] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: https://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: https://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description

If you have Project A open in a normal Atom window and want to open it as well using the Reopen Project command in a safe/dev window, the existing Atom window will be focused.
This does _not_ happen using Add Folder.

### Steps to Reproduce

1. `atom some-project`
2. `atom --safe`
3. `application:reopen-project`
4. Select `some-project`

**Expected behavior:** `some-project` to open in the safe window

**Actual behavior:** The normal window is focused

**Reproduces how often:** 100%

### Versions

```
Atom    : 1.39.0-dev-d35e39605
Electron: 2.0.18
Chrome  : 61.0.3163.100
Node    : 8.9.3
```

### Additional Information

/cc @smashwilson","triaged"
"141","Reopen Project in safe/dev mode opens existing project in normal window","### Prerequisites

* [x] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: https://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: https://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description

If you have Project A open in a normal Atom window and want to open it as well using the Reopen Project command in a safe/dev window, the existing Atom window will be focused.
This does _not_ happen using Add Folder.

### Steps to Reproduce

1. `atom some-project`
2. `atom --safe`
3. `application:reopen-project`
4. Select `some-project`

**Expected behavior:** `some-project` to open in the safe window

**Actual behavior:** The normal window is focused

**Reproduces how often:** 100%

### Versions

```
Atom    : 1.39.0-dev-d35e39605
Electron: 2.0.18
Chrome  : 61.0.3163.100
Node    : 8.9.3
```

### Additional Information

/cc @smashwilson","v ⬇�?"
"142","First context menu to be opened after Atom starts closes on its own","### Prerequisites

* [x] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: https://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: https://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description

The first context menu to be opened after Atom starts closes on its own.

### Steps to Reproduce

1. Open Atom.
2. Right-click (either inside the editor or on an open file tab) to open the context menu.
3. Wait without clicking anything.

**Expected behavior:** [What you expect to happen]
Nothing.

**Actual behavior:** [What actually happens]
The context menu closes on its own after a few seconds.

**Reproduces how often:** [What percentage of the time does it reproduce?]
Only the first context menu opened after a fresh start of Atom. Happens 100% of the time in that scenario.

### Versions

This is happening in Atom on Windows 10.

```
$ atom --version

Atom    : 1.36.1
Electron: 2.0.18
Chrome  : 61.0.3163.100
Node    : 8.9.3
```
","d ⬆�?"
"143","First context menu to be opened after Atom starts closes on its own","### Prerequisites

* [x] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: https://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: https://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description

The first context menu to be opened after Atom starts closes on its own.

### Steps to Reproduce

1. Open Atom.
2. Right-click (either inside the editor or on an open file tab) to open the context menu.
3. Wait without clicking anything.

**Expected behavior:** [What you expect to happen]
Nothing.

**Actual behavior:** [What actually happens]
The context menu closes on its own after a few seconds.

**Reproduces how often:** [What percentage of the time does it reproduce?]
Only the first context menu opened after a fresh start of Atom. Happens 100% of the time in that scenario.

### Versions

This is happening in Atom on Windows 10.

```
$ atom --version

Atom    : 1.36.1
Electron: 2.0.18
Chrome  : 61.0.3163.100
Node    : 8.9.3
```
","i ⬇�?"
"144","First context menu to be opened after Atom starts closes on its own","### Prerequisites

* [x] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: https://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: https://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description

The first context menu to be opened after Atom starts closes on its own.

### Steps to Reproduce

1. Open Atom.
2. Right-click (either inside the editor or on an open file tab) to open the context menu.
3. Wait without clicking anything.

**Expected behavior:** [What you expect to happen]
Nothing.

**Actual behavior:** [What actually happens]
The context menu closes on its own after a few seconds.

**Reproduces how often:** [What percentage of the time does it reproduce?]
Only the first context menu opened after a fresh start of Atom. Happens 100% of the time in that scenario.

### Versions

This is happening in Atom on Windows 10.

```
$ atom --version

Atom    : 1.36.1
Electron: 2.0.18
Chrome  : 61.0.3163.100
Node    : 8.9.3
```
","triaged"
"145","First context menu to be opened after Atom starts closes on its own","### Prerequisites

* [x] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: https://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: https://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description

The first context menu to be opened after Atom starts closes on its own.

### Steps to Reproduce

1. Open Atom.
2. Right-click (either inside the editor or on an open file tab) to open the context menu.
3. Wait without clicking anything.

**Expected behavior:** [What you expect to happen]
Nothing.

**Actual behavior:** [What actually happens]
The context menu closes on its own after a few seconds.

**Reproduces how often:** [What percentage of the time does it reproduce?]
Only the first context menu opened after a fresh start of Atom. Happens 100% of the time in that scenario.

### Versions

This is happening in Atom on Windows 10.

```
$ atom --version

Atom    : 1.36.1
Electron: 2.0.18
Chrome  : 61.0.3163.100
Node    : 8.9.3
```
","v ⬆�?"
"146","Atom environment accessible from the main process","Turns out that the main process has access to the `atom` global variable and there are some usages of it across the codebase (which are unreliable since the environment available in the main process has the state of the snapshot).

List of identified usages:

* `path-watcher.js`
  * https://github.com/atom/atom/blob/master/src/path-watcher.js#L185
  * https://github.com/atom/atom/blob/master/src/path-watcher.js#L223
  * https://github.com/atom/atom/blob/master/src/path-watcher.js#L232
  * https://github.com/atom/atom/blob/master/src/path-watcher.js#L547-L548
* `atom-application.js`
  * https://github.com/atom/atom/blob/master/src/main-process/atom-application.js#L33
  * https://github.com/atom/atom/blob/master/src/main-process/atom-application.js#L37

As [discussed in Slack](https://github.slack.com/archives/G2LCNPXBP/p1557406371287600), we should remove all usages of the `atom` global object from the main renderer, and then remove that global object from it in order to avoid relying on it in the future.

To find all potential usage, we can add a big warning every time the `atom` object is accessed by creating some kind of interceptor at the startup of the main process:

```js
const originalAtom = global.atom

Object.defineProperty(global, 'atom', {
  get() {
    console.error('Warning! Using the global atom variable from the main process')
    console.trace()
    return originalAtom
  }```",""
"147","Reduce the number of modules loaded by the main process on startup","## Summary

We want to reduce the number of JS modules that get loaded during the startup time by the Atom main process in order to improve the startup time.

In some situations, we can just deduplicate dependencies (or remove unneeded dependencies) to get a net reduction of loaded modules, in some other situations we may need to delay the loading of modules (which would just delay the cost to whenever that module is used).

## Hypothesis

By delaying the loading (and parsing/evaluation) of non-essential JS modules, we can speed up the startup of Atom

## Context

### Atom timing data

Currently, the Shell load time (which is one part of the startup time that corresponds to the time it takes from the [first JS file gets executed](https://github.com/atom/atom/blob/133d9153ede248529204b5bfd6dff5bbc02eba69/src/main-process/start.js#L13) in the main process [until the Atom window gets opened](https://github.com/atom/atom/blob/286a110ef4dc1f50e146e7e08ec320728bae41f4/src/main-process/atom-window.js#L85)) is the main contributor to the Atom startup time.

For the last 5 Atom versions, the shell load time on real users have been around ~1.1s (median time), while the window open time has been around ~160ms.

### Current list of required modules

Currently, Atom's main process loads [396 JS modules](https://gist.github.com/rafeca/6d00e5300fd4ea3741a15bf71980a20e) before starting a new window (~200 of them are unique).

There's some duplication of modules (`fs-extra`) and some modules that shouldn't be needed since they are provided by nodejs core library (`nodegit-promise`, `promisify-node`).

### How to debug the required modules on startup

I've used some hacky code to locally plug into the require system of the main process and store each single loaded module.

To do so, I've added the following logic at the very top of the [main process start file](https://github.com/atom/atom/blob/master/src/main-process/start.js):

```js
const Module = require('module')
const origRequire = Module._load

const modules = new Set()
const startTime = Date.now()

const rootPath = require('path').join(__dirname, '..', '..')
function pathRelative(input) {
  return input.replace(rootPath, '.')
}

Module._load = function (moduleId, from) {
  const modulePath = pathRelative(Module._resolveFilename(moduleId, from))

  if (modulePath.startsWith('./')) {
    // Only log non-core JS files.
    modules.add(
      modulePath + ' (required by ' + pathRelative(from.id) + ')'
    )
  }

  return origRequire.apply(this, arguments)
}

global.__debugSaveStartupModules = () => {
  modules.add('-------')
  modules.add('Startup time: ' + (Date.now() - startTime))

  require('fs').writeFileSync('/Users/rafeca/tmp/modules.txt', [...modules].join('\n'))
}
```

And then called `global.__debugSaveStartupModules()` when the Atom window [gets opened]((https://github.com/atom/atom/blob/286a110ef4dc1f50e146e7e08ec320728bae41f4/src/main-process/atom-window.js#L85))).","FY2019Q5 atom perf"
"148","In split pane update line numbers instead of scrolling in second pane when editing code in first pane","## Summary

This is probably the same feature request as #10447 (which got closed because no activity).  In split pane, when you are editing code in first pane and adding/removing lines then in the second pane you see it scrolling up/down, even if the second pane is in another location in the code outside of where the cursor is in the first pane.  I would be nice to have the code stay stationary in the second pane and move the line numbers instead.

*Edit by @rsese to add GIF showing current behavior*

![split-pane-scroll](https://user-images.githubusercontent.com/734194/57154052-829b0000-6d9d-11e9-8c77-ed8174b0c91b.gif)

## Motivation

A lot of times you are reading code in the second pane as you are editing code in the first pane and the constant scrolling makes it more difficult.

## Describe alternatives you've considered

None yet

## Additional context

Will add if needed
","d ⬆�?"
"149","In split pane update line numbers instead of scrolling in second pane when editing code in first pane","## Summary

This is probably the same feature request as #10447 (which got closed because no activity).  In split pane, when you are editing code in first pane and adding/removing lines then in the second pane you see it scrolling up/down, even if the second pane is in another location in the code outside of where the cursor is in the first pane.  I would be nice to have the code stay stationary in the second pane and move the line numbers instead.

*Edit by @rsese to add GIF showing current behavior*

![split-pane-scroll](https://user-images.githubusercontent.com/734194/57154052-829b0000-6d9d-11e9-8c77-ed8174b0c91b.gif)

## Motivation

A lot of times you are reading code in the second pane as you are editing code in the first pane and the constant scrolling makes it more difficult.

## Describe alternatives you've considered

None yet

## Additional context

Will add if needed
","i ⬇�?"
"150","In split pane update line numbers instead of scrolling in second pane when editing code in first pane","## Summary

This is probably the same feature request as #10447 (which got closed because no activity).  In split pane, when you are editing code in first pane and adding/removing lines then in the second pane you see it scrolling up/down, even if the second pane is in another location in the code outside of where the cursor is in the first pane.  I would be nice to have the code stay stationary in the second pane and move the line numbers instead.

*Edit by @rsese to add GIF showing current behavior*

![split-pane-scroll](https://user-images.githubusercontent.com/734194/57154052-829b0000-6d9d-11e9-8c77-ed8174b0c91b.gif)

## Motivation

A lot of times you are reading code in the second pane as you are editing code in the first pane and the constant scrolling makes it more difficult.

## Describe alternatives you've considered

None yet

## Additional context

Will add if needed
","v ⬇�?"
"151","Drag-and-drop events use nonstandard `path` property on File objects","### Prerequisites

* [x] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: https://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: https://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description

To open a new tab when a file is drag-and-dropped onto a pane, we check the `path` property of all the `File`s associated with the drag event and pass them to `atom.open`: https://github.com/atom/atom/blob/2a7ddf0d224aa8941dd523eabc2c19e012054da1/src/pane-element.js#L63-L66

This would be fine, except `path` is not one of the attributes defined by the [File API Spec](https://w3c.github.io/FileAPI/#file-attrs).

In fact, after searching around, I have no clue how this code works, as it seems like the reason the full path is intentionally not supposed to be exposed is because of security concerns.

While this works now, I'm not sure how long it'll stay working...","d ⬆�?"
"152","Drag-and-drop events use nonstandard `path` property on File objects","### Prerequisites

* [x] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: https://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: https://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description

To open a new tab when a file is drag-and-dropped onto a pane, we check the `path` property of all the `File`s associated with the drag event and pass them to `atom.open`: https://github.com/atom/atom/blob/2a7ddf0d224aa8941dd523eabc2c19e012054da1/src/pane-element.js#L63-L66

This would be fine, except `path` is not one of the attributes defined by the [File API Spec](https://w3c.github.io/FileAPI/#file-attrs).

In fact, after searching around, I have no clue how this code works, as it seems like the reason the full path is intentionally not supposed to be exposed is because of security concerns.

While this works now, I'm not sure how long it'll stay working...","electron"
"153","Drag-and-drop events use nonstandard `path` property on File objects","### Prerequisites

* [x] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: https://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: https://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description

To open a new tab when a file is drag-and-dropped onto a pane, we check the `path` property of all the `File`s associated with the drag event and pass them to `atom.open`: https://github.com/atom/atom/blob/2a7ddf0d224aa8941dd523eabc2c19e012054da1/src/pane-element.js#L63-L66

This would be fine, except `path` is not one of the attributes defined by the [File API Spec](https://w3c.github.io/FileAPI/#file-attrs).

In fact, after searching around, I have no clue how this code works, as it seems like the reason the full path is intentionally not supposed to be exposed is because of security concerns.

While this works now, I'm not sure how long it'll stay working...","i ⬇�?"
"154","Drag-and-drop events use nonstandard `path` property on File objects","### Prerequisites

* [x] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: https://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: https://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description

To open a new tab when a file is drag-and-dropped onto a pane, we check the `path` property of all the `File`s associated with the drag event and pass them to `atom.open`: https://github.com/atom/atom/blob/2a7ddf0d224aa8941dd523eabc2c19e012054da1/src/pane-element.js#L63-L66

This would be fine, except `path` is not one of the attributes defined by the [File API Spec](https://w3c.github.io/FileAPI/#file-attrs).

In fact, after searching around, I have no clue how this code works, as it seems like the reason the full path is intentionally not supposed to be exposed is because of security concerns.

While this works now, I'm not sure how long it'll stay working...","v ⬇�?"
"155","Opening file causes system to lock for ~10 seconds on Ubuntu 19.04","### Prerequisites

* [x] Put an X between the brackets on this line if you have done all of the following: [snip]

### Description

After upgrading from Ubuntu 18.10 to 19.04, certain simple operations in Atom cause the system to lock/hang for up to 10 seconds.

### Steps to Reproduce

1. Open `atom-beta --safe`.
2. Open a small text file (Ctrl+O).

**Expected behavior:** The file opens more or less instantly and is available for editing. This was the behaviour under Ubuntu 18.10.

**Actual behavior:**
- Keyboard input locks and the screen (including other visible windows) freezes for about 10 seconds. 
- The mouse cursor is movable if under the default Ubuntu `gdm3` session; or also locks if under the Ubuntu Wayland session.
- `gnome-shell` CPU usage (from `top` or `htop`) spikes to 100% and settles back to a low value after the screen unfreezes.
- The lock is usually long enough that Ubuntu/Gnome/apport offers to kill Atom after the screen unfreezes.

**Reproduces how often:** 100%

### Versions

```
$ atom-beta --version
Atom    : 1.37.0-beta1
Electron: 2.0.18
Chrome  : 61.0.3163.100
Node    : 8.9.3
$ apm-beta --version
apm  2.1.7
npm  6.2.0
node 8.9.3 x64
atom 1.37.0-beta1
python 2.7.16
git 2.20.1
$ lsb_release -rd
Description:    Ubuntu 19.04
Release:        19.04
$ apt-cache policy atom-beta | head -n11
atom-beta:
  Installed: 1.37.0-beta1
  Candidate: 1.37.0-beta1
  Version table:
 *** 1.37.0-beta1 500
        500 https://packagecloud.io/AtomEditor/atom/any any/main amd64 Packages
        100 /var/lib/dpkg/status
     1.37.0-beta0 500
        500 https://packagecloud.io/AtomEditor/atom/any any/main amd64 Packages
     1.36.0-beta2 500
        500 https://packagecloud.io/AtomEditor/atom/any any/main amd64 Packages
```

### Additional Information

- See [this Ubuntu bug](https://bugs.launchpad.net/ubuntu/+source/gnome-shell/+bug/1826219) for further description.
- Saving a file causes a similar lock, though much shorter (~1 second).
- Google Chrome seems to cause similar locks (though much shorter in duration: ≤1 second, and not as repeatable), which maybe points to something underlying Electron/Chromium?",""
"156","Uncaught Error: invalid pattern in look-behind","1. create a broken cson
2. watch it fail

**Atom**: 1.36.0 x64
**Electron**: 2.0.18
**OS**: Mac OS X 10.14.4
**Thrown From**: Atom Core


### Stack Trace

Uncaught Error: invalid pattern in look-behind

```
At /private/var/folders/32/0qmk0nxd41g5qk9l26dl1rhh0000gp/T/AppTranslocation/5765E851-E4C7-4D21-8376-4E53748411C7/d/Atom.app/Contents/Resources/app/static/<embedded>:14

Error: invalid pattern in look-behind
    at Scanner.t.exports.Scanner.createScanner (/private/var/folders/32/0qmk0nxd41g5qk9l26dl1rhh0000gp/T/AppTranslocation/5765E851-E4C7-4D21-8376-4E53748411C7/d/Atom.app/Contents/Resources/app/static/<embedded>:14:3278737)
    at Scanner.t.exports.Scanner.getScanner (/private/var/folders/32/0qmk0nxd41g5qk9l26dl1rhh0000gp/T/AppTranslocation/5765E851-E4C7-4D21-8376-4E53748411C7/d/Atom.app/Contents/Resources/app/static/<embedded>:14:3279354)
    at Scanner.t.exports.Scanner.findNextMatch (/private/var/folders/32/0qmk0nxd41g5qk9l26dl1rhh0000gp/T/AppTranslocation/5765E851-E4C7-4D21-8376-4E53748411C7/d/Atom.app/Contents/Resources/app/static/<embedded>:14:3279468)
    at Rule.t.exports.Rule.findNextMatch (/private/var/folders/32/0qmk0nxd41g5qk9l26dl1rhh0000gp/T/AppTranslocation/5765E851-E4C7-4D21-8376-4E53748411C7/d/Atom.app/Contents/Resources/app/static/<embedded>:14:1125939)
    at Rule.t.exports.Rule.getNextTags (/private/var/folders/32/0qmk0nxd41g5qk9l26dl1rhh0000gp/T/AppTranslocation/5765E851-E4C7-4D21-8376-4E53748411C7/d/Atom.app/Contents/Resources/app/static/<embedded>:14:1126812)
    at Grammar.t.exports.Grammar.tokenizeLine (/private/var/folders/32/0qmk0nxd41g5qk9l26dl1rhh0000gp/T/AppTranslocation/5765E851-E4C7-4D21-8376-4E53748411C7/d/Atom.app/Contents/Resources/app/static/<embedded>:14:118785)
    at TextMateLanguageMode.buildTokenizedLineForRowWithText (/private/var/folders/32/0qmk0nxd41g5qk9l26dl1rhh0000gp/T/AppTranslocation/5765E851-E4C7-4D21-8376-4E53748411C7/d/Atom.app/Contents/Resources/app/static/<embedded>:11:555235)
    at TextMateLanguageMode.buildTokenizedLineForRow (/private/var/folders/32/0qmk0nxd41g5qk9l26dl1rhh0000gp/T/AppTranslocation/5765E851-E4C7-4D21-8376-4E53748411C7/d/Atom.app/Contents/Resources/app/static/<embedded>:11:555006)
    at TextMateLanguageMode.tokenizeNextChunk (/private/var/folders/32/0qmk0nxd41g5qk9l26dl1rhh0000gp/T/AppTranslocation/5765E851-E4C7-4D21-8376-4E53748411C7/d/Atom.app/Contents/Resources/app/static/<embedded>:11:553204)
    at tokenizationStarted.pendingChunk.alive.i.defer (/private/var/folders/32/0qmk0nxd41g5qk9l26dl1rhh0000gp/T/AppTranslocation/5765E851-E4C7-4D21-8376-4E53748411C7/d/Atom.app/Contents/Resources/app/static/<embedded>:11:552940)
    at /private/var/folders/32/0qmk0nxd41g5qk9l26dl1rhh0000gp/T/AppTranslocation/5765E851-E4C7-4D21-8376-4E53748411C7/d/Atom.app/Contents/Resources/app/static/<embedded>:11:1159693
```

### Commands

```
```

### Non-Core Packages

```
atom-ide-ui 0.13.0 
atom-typescript 13.2.1 
file-icons 2.1.31 
go-plus 6.1.0 
ide-go 0.12.3 
ide-json 0.2.1 
ide-typescript 0.8.0 
ide-vue 0.1.9 
language-graphql 1.0.0 
language-vue 0.24.0 
linter 2.3.0 
linter-erb 1.1.3 
linter-sass-lint 1.9.0 
pigments 0.40.2 
tablr 1.8.3 
```

","uncaught-exception"
