"Id","Title","Body","Label"
"11","Customize presence/absence/ignored of final EOL","*@mcandre commented on Feb 25, 2018, 3:01 AM UTC:*

Proper LF text files feature a final EOL terminator at the end, and even CRLF files benefit from a final EOL terminator. For example, C/C++ `*.h` headers and `*.js` client code may break when a final EOL is absent, due to the way that these files are concatenated. Some formats such as (GNU) Makefile's require a final EOL terminator.

To help the user safeguard against these kinds of surprises, it would be helpful if line-ending-selector offered an additional setting to manage this. Aside from the choice of line sequence (LF, CRLF, CR, etc.), the user should be able to select, a default and per-file setting of:

*   EOL Present
*   EOL Absent
*   EOL Ignored

This way, sensitive text files are sure to feature the right end of file terminator.

*This issue was moved by [jasonrudolph](https://github.com/jasonrudolph) from [atom/line-ending-selector#53](https://github.com/atom/line-ending-selector/issues/53).*","enhancement"
"12","Intelligent defaults based on mimetype","*@mcandre commented on Feb 25, 2018, 3:08 AM UTC:*

The current settings menu for line-ending-selector is fairly flexible, allowing users to default to either UNIX-style LF line endings, or Windows-style CRLF line endings for new text files. However, I think we can do better:

*   Regardless of default line-ending value, start new UNIX-specific files in LF mode (`*.sh`, `*.bash`, `.profile`, etc.)
*   Regardless of default line-ending value, start new Windows-specific files in CRLF mode (`*.bat`, `*.cmd`, `*.ps1`, `*.vbs`, `*.cs`, `*.fs`, etc.)

This way, users can be sure to use an appropriate line ending format for critical file types, while using their preferential default of LF/CRLF for non-specific files (`*.txt`, `*.md`, `*.py`, etc.)

*This issue was moved by [jasonrudolph](https://github.com/jasonrudolph) from [atom/line-ending-selector#54](https://github.com/atom/line-ending-selector/issues/54).*","enhancement"
"13","Allow Normalize File EOL's On Save","*@NodeJoSe commented on Nov 18, 2016, 6:11 AM UTC:*

Hello! im having some trouble with atom-beautify changing my line ending format from lf to crlf and vice versa, depending if im using jsbeautify or prettydiff.

I managed to solve the issue by using ""Normalize File EOL's On Save"" feature of the ""line-ending-converter"" package, but that package is not maintained because we have line ending selector now :)

We should add this feature on the line-ending-selector package!

*This issue was moved by [jasonrudolph](https://github.com/jasonrudolph) from [atom/line-ending-selector#36](https://github.com/atom/line-ending-selector/issues/36).*","enhancement"
"14","Allow converting line endings for multiple files in project","*@RichyHBM commented on Oct 31, 2016, 9:24 PM UTC:*

It would be great to have the ability to convert files from the project side-view, maybe by right clicking on the file and selecting ""convert line endings""?
If you were to do so on a file the default behaviour could happen, opening the file in the editor view and changing the endings without saving. But doing so on a folder should prompt the line ending to convert all files bellow that folder to; this could then auto save or, batch open all the files in editor and convert the endings without saving (the user could then click on close alll and hit save for all of the files)

*This issue was moved by [jasonrudolph](https://github.com/jasonrudolph) from [atom/line-ending-selector#34](https://github.com/atom/line-ending-selector/issues/34).*","enhancement"
"15","Wrong suggested title for opening a new issue","_From @mik01aj on February 6, 2015 15:26_

Deprecation warning looks like this:

![screenshot 2015-02-06 16 22 15](https://cloud.githubusercontent.com/assets/3027415/6081782/838956b4-ae1c-11e4-8986-1f49594f38f5.png)

But when I click on the link, I see:

![screenshot 2015-02-06 16 24 12](https://cloud.githubusercontent.com/assets/3027415/6081807/af89069c-ae1c-11e4-9f79-963e2dcacf8e.png)


_Copied from original issue: atom/deprecation-cop#30_","bug"
"16","Change Report Issue button to reflect current status of the deprecation","_From @eboracus on July 17, 2015 18:31_

It would be nice if the report issue button behaved similarly to the Uncaught Error notification's report issue button. So if the error/issue has already been reported the button changes visually to inform the user, and they know it's not necessary to go and report it.

The button could still link through to the logged issue's page as it does now, but just give the information to the user without them having to click and open up the link to find out.

![depcop_report_issue](https://cloud.githubusercontent.com/assets/11758299/8754208/c2983b06-2cb9-11e5-9001-f9e957e6f352.png)
This is how it currently looks for a deprecation that has already been reported.


_Copied from original issue: atom/deprecation-cop#61_","enhancement"
"17","Update report after package update","_From @Stanzilla on July 20, 2015 0:31_

When you update a package and that update fixed the deprecations, deprecation cop still thinks it has deprecations until you restart Atom. Maybe it can rescan for them after each package update?


_Copied from original issue: atom/deprecation-cop#62_","enhancement"
"18","Remove `!important` from styles","_From @dsandstrom on June 12, 2017 17:28_

Makes it more of a pain to override the background color.

https://github.com/atom/deprecation-cop/blob/master/styles/deprecation-cop.less#L16

_Copied from original issue: atom/deprecation-cop#82_","enhancement"
"19","grammar reload","_From @MasseGuillaume on July 31, 2014 17:23_

can we find a way to merge this ?

https://github.com/MasseGuillaume/atom-live-grammar-reload


_Copied from original issue: atom/dev-live-reload#6_","enhancement"
"20","Does not work on Linux (duplicate handles)","_From @varemenos on May 23, 2015 22:56_

This doesn't actually initialize a livereload watcher, does it?
It's just a shortcut to refresh the UI, correct?


_Copied from original issue: atom/dev-live-reload#17_","bug"
"21","Package name and command misleading","_From @MartinMuzatko on April 14, 2016 9:39_

I used this dev-live-reload in the hope of it being able to live reload my changes to core packages (coffescript) when in `atom -d` mode.

![image](https://cloud.githubusercontent.com/assets/2950505/14523724/77248470-0235-11e6-908b-c2116d8f818f.png)

Please rename `Dev Live Reload: Reload All` to `Dev Live Reload: Reload All Styles`.

So I thought that this: 
![image](https://cloud.githubusercontent.com/assets/2950505/14523775/b5bf0962-0235-11e6-9b9f-1b82be51244f.png)
and the package are related.


_Copied from original issue: atom/dev-live-reload#21_","enhancement"
"22","Live reload in dev mode fails when multiple files are symlinks to the same path.","_From @p0lm on April 17, 2017 23:16_

<!--

Have you read Atom's Code of Conduct? By filing an Issue, you are expected to comply with it, including treating everyone with respect: https://github.com/atom/atom/blob/master/CODE_OF_CONDUCT.md

Do you want to ask a question? Are you looking for support? The Atom message board is the best place for getting support: https://discuss.atom.io

-->

### Prerequisites

* [x] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: http://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: http://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description
When multiple files within the same project are symlinks to an identical path, dev live no longer works.

### Steps to Reproduce

1. Create a new project.
2. Create a new file. 
3. Create 2 symlinks to the original file.
4. Open Atom in developer mode.

**Expected behavior:** Live reload on edit of either the original file, or when opened via the symlink.

**Actual behavior:** No live reload. Trace below:

```
The handle(20) returned by watching /path/to/second-symlink is the same with an already watched path(/path/to/first-symlink)

HandleWatcher.start	@	main.js:91
HandleWatcher	@	main.js:20
PathWatcher	@	main.js:140
exports.watch	@	main.js:234
module.exports.File.subscribeToNativeChangeEvents	@	file.js:598
module.exports.File.willAddSubscription	@	file.js:107
(anonymous function)	@	file.js:3
module.exports.File.onDidChange	@	file.js:86
module.exports.TextBuffer.subscribeToFile	@	text-buffer.js:1272
module.exports.TextBuffer.setPath	@	text-buffer.js:317
TextBuffer	@	text-buffer.js:122
module.exports.Project.buildBuffer	@	project.coffee:385
module.exports.Project.bufferForPath	@	project.coffee:364
openTextFile	@	workspace.js:719
openURIInPane	@	workspace.js:624
open	@	workspace.js:556
module.exports.TreeView.openAfterPromise	@	tree-view.coffee:246
module.exports.TreeView.fileViewEntryClicked	@	tree-view.coffee:240
module.exports.TreeView.entryClicked	@	tree-view.coffee:228
(anonymous function)	@	tree-view.coffee:100
```

**Reproduces how often:** 100%

### Versions
Linux Mint 18.1 Cinnamon - Atom 1.16.0 development mode.

_Copied from original issue: atom/dev-live-reload#25_","bug"
"23","Report browser process exceptions","_From @kevinsawicki on October 18, 2013 1:8_

Figure out a way to report these since they can be just as bad as render process exceptions.


_Copied from original issue: atom/exception-reporting#2_","enhancement"
"24","Collect recent errors and make them available","_From @kevinsawicki on August 14, 2014 1:6_

Currently when the dev tools pops up it only shows the top of the stack for the errors that were logged.

This can make it hard to tell which package caused it and you have to do the whole open the dev tools first, reproduce the error, get the stack dance.

So start collecting the last 10 or so and make the log-able from dev tools using something like `printRecentErrors()`.

This method could even check the stack and tell you which package it came from by looking for `~/.atom/packages` in the stack.


_Copied from original issue: atom/exception-reporting#10_","enhancement"
"25","Request: Indicate that package is looking for existing issue","_From @tairun on September 26, 2015 15:6_

I think its really cool, that the package checks if there is already an open issue on github. But the default button says **Report Error** and if you click it and the issue was in fact already reported, nothing happens. A good 2-3 seconds later the button changes to **View Issue**. I would appreciate it, if there was a visual indicator, that atom is searching online.


_Copied from original issue: atom/exception-reporting#16_","enhancement"
"26","Exception when non-Error thrown","_From @peterhal on May 24, 2016 18:3_

parseStackTrace attempts to use the thrown value as a key in the StackTraceCache WeakMap.

WeakMap keys must be Objects, while non-Objects may be thrown. If a non-Object is thrown the following stack trace is generated:

```
Error reporting uncaught exception TypeError: Invalid value used as weak map key
  at WeakMap.set (native)
  at parseStackTrace (/Applications/Atom.app/Contents/Resources/app.asar/node_modules/exception-reporting/lib/reporter.js:115:23)
  at shouldReport (/Applications/Atom.app/Contents/Resources/app.asar/node_modules/exception-reporting/lib/reporter.js:102:20)
  at Object.exports.reportUncaughtException (/Applications/Atom.app/Contents/Resources/app.asar/node_modules/exception-reporting/lib/reporter.js:169:10)
  at /Applications/Atom.app/Contents/Resources/app.asar/node_modules/exception-reporting/lib/main.js:21:27
  at Function.module.exports.Emitter.simpleDispatch (/Applications/Atom.app/Contents/Resources/app.asar/node_modules/event-kit/lib/emitter.js:25:14)
  at Emitter.module.exports.Emitter.emit (/Applications/Atom.app/Contents/Resources/app.asar/node_modules/event-kit/lib/emitter.js:125:28)
  at /Applications/Atom.app/Contents/Resources/app.asar/src/atom-environment.js:832:32
```

_Copied from original issue: atom/exception-reporting#19_","bug"
