"Id","Title","Body","Label"
"26","Atom Update Error İ'cant İnstall ATOM ***WİNDOWS 8.1***","Hi All i get ""aTOM İNstaller has stopped working"" *UPDATE.EXE*
***[21.11.19 14:19:32] ınfo: Program: Starting Squirrel Updater: --install . --rerunningWithoutUAC
[21.11.19 14:19:32] ınfo: Program: Starting install, writing to C:\Users\Emre\AppData\Local\SquirrelTemp
[21.11.19 14:19:32] ınfo: Program: About to install to: C:\Users\Emre\AppData\Local\atom
[21.11.19 14:19:32] ınfo: CheckForUpdateImpl: Reading RELEASES file from C:\Users\Emre\AppData\Local\SquirrelTemp
[21.11.19 14:19:32] fatal: Finished with unhandled exception: System.AggregateException: Bir veya daha fazla hata oluştu. ---> System.MissingMethodException: Yöntem bulunamadı: 'System.String System.String.Format(System.IFormatProvider, System.String, System.Object)'.
   konum: NuGet.SemanticVersion.Parse(String version)
   konum: Squirrel.VersionExtensions.ToSemanticVersion(String fileName)
   konum: Squirrel.Utility.<>c.<FindCurrentVersion>b__29_0(ReleaseEntry x)
   konum: System.Linq.EnumerableSorter`2.ComputeKeys(TElement[] elements, Int32 count)
   konum: System.Linq.EnumerableSorter`1.Sort(TElement[] elements, Int32 count)
   konum: System.Linq.OrderedEnumerable`1.<GetEnumerator>d__0.MoveNext()
   konum: System.Linq.Enumerable.FirstOrDefault[TSource](IEnumerable`1 source, Func`2 predicate)
   konum: Squirrel.Utility.FindCurrentVersion(IEnumerable`1 localReleases)
   konum: Squirrel.UpdateManager.CheckForUpdateImpl.determineUpdateInfo(UpdaterIntention intention, IEnumerable`1 localReleases, IEnumerable`1 remoteReleases, Boolean ignoreDeltaUpdates)
   konum: Squirrel.UpdateManager.CheckForUpdateImpl.<CheckForUpdate>d__2.MoveNext()
--- Özel durumun oluşturulduğu önceki konumdan başlayan yığın izlemesinin sonu ---
   konum: System.Runtime.CompilerServices.TaskAwaiter.ThrowForNonSuccess(Task task)
   konum: System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   konum: Squirrel.UpdateManager.<CheckForUpdate>d__7.MoveNext()
--- Özel durumun oluşturulduğu önceki konumdan başlayan yığın izlemesinin sonu ---
   konum: System.Runtime.CompilerServices.TaskAwaiter.ThrowForNonSuccess(Task task)
   konum: System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   konum: Squirrel.UpdateManager.<FullInstall>d__10.MoveNext()
--- Özel durumun oluşturulduğu önceki konumdan başlayan yığın izlemesinin sonu ---
   konum: System.Runtime.CompilerServices.TaskAwaiter.ThrowForNonSuccess(Task task)
   konum: System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   konum: System.Runtime.CompilerServices.TaskAwaiter.ValidateEnd(Task task)
   konum: Squirrel.Update.Program.<Install>d__4.MoveNext()
   --- İç özel durum yığını izlemesinin sonu ---
   konum: System.Threading.Tasks.Task.ThrowIfExceptional(Boolean includeTaskCanceledExceptions)
   konum: System.Threading.Tasks.Task.Wait(Int32 millisecondsTimeout, CancellationToken cancellationToken)
   konum: Squirrel.Update.Program.executeCommandLine(String[] args)
   konum: Squirrel.Update.Program.main(String[] args)
---> (İç Özel Durum #0) System.MissingMethodException: Yöntem bulunamadı: 'System.String System.String.Format(System.IFormatProvider, System.String, System.Object)'.
   konum: NuGet.SemanticVersion.Parse(String version)
   konum: Squirrel.VersionExtensions.ToSemanticVersion(String fileName)
   konum: Squirrel.Utility.<>c.<FindCurrentVersion>b__29_0(ReleaseEntry x)
   konum: System.Linq.EnumerableSorter`2.ComputeKeys(TElement[] elements, Int32 count)
   konum: System.Linq.EnumerableSorter`1.Sort(TElement[] elements, Int32 count)
   konum: System.Linq.OrderedEnumerable`1.<GetEnumerator>d__0.MoveNext()
   konum: System.Linq.Enumerable.FirstOrDefault[TSource](IEnumerable`1 source, Func`2 predicate)
   konum: Squirrel.Utility.FindCurrentVersion(IEnumerable`1 localReleases)
   konum: Squirrel.UpdateManager.CheckForUpdateImpl.determineUpdateInfo(UpdaterIntention intention, IEnumerable`1 localReleases, IEnumerable`1 remoteReleases, Boolean ignoreDeltaUpdates)
   konum: Squirrel.UpdateManager.CheckForUpdateImpl.<CheckForUpdate>d__2.MoveNext()
--- Özel durumun oluşturulduğu önceki konumdan başlayan yığın izlemesinin sonu ---
   konum: System.Runtime.CompilerServices.TaskAwaiter.ThrowForNonSuccess(Task task)
   konum: System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   konum: Squirrel.UpdateManager.<CheckForUpdate>d__7.MoveNext()
--- Özel durumun oluşturulduğu önceki konumdan başlayan yığın izlemesinin sonu ---
   konum: System.Runtime.CompilerServices.TaskAwaiter.ThrowForNonSuccess(Task task)
   konum: System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   konum: Squirrel.UpdateManager.<FullInstall>d__10.MoveNext()
--- Özel durumun oluşturulduğu önceki konumdan başlayan yığın izlemesinin sonu ---
   konum: System.Runtime.CompilerServices.TaskAwaiter.ThrowForNonSuccess(Task task)
   konum: System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   konum: System.Runtime.CompilerServices.TaskAwaiter.ValidateEnd(Task task)
   konum: Squirrel.Update.Program.<Install>d__4.MoveNext()<---***",""
"27","Atom 1.41 not showing images in Markdown Preview","<!--

Have you read Atom's Code of Conduct? By filing an Issue, you are expected to comply with it, including treating everyone with respect: https://github.com/atom/.github/blob/master/CODE_OF_CONDUCT.md

Do you want to ask a question? Are you looking for support? The Atom message board is the best place for getting support: https://discuss.atom.io

-->

### Prerequisites

* [ X] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: <https://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode>
    * Followed all applicable steps in the debugging guide: <https://flight-manual.atom.io/hacking-atom/sections/debugging/>
    * Checked the FAQs on the message board for common solutions: <https://discuss.atom.io/c/faq>
    * Checked that your issue isn't already filed: <https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom>
    * Checked that there is not already an Atom package that provides the described functionality: <https://atom.io/packages>

### Description

Images showing inconsistently on 1.41 in Markdown Preview with Catalina

### Steps to Reproduce

1. Confirm Catalina File Permissions
2. delete entire GitHub repository and sycn again
3. Delete and reinstall Atom and sign back into GitHub

**Expected behavior:**

See all images in Markdown Preview

**Actual behavior:**

Only a few images show.  Checked formatting and files on local drive.  Do not see a difference.  


**Reproduces how often:**

Every time

### Versions

1.41 Atom and Catalina 10.15.1
### Additional Information


![image](https://user-images.githubusercontent.com/36549872/69266040-a0885080-0b87-11ea-9136-2df9bb656318.png)

",""
"28","Uncaught Error: ENOENT: no such file or directory, lstat '~/projects/py38/hw2'","[Enter steps to reproduce:]

1. Open a second instance of `atom`.
2. Add a project tree to the second instance with a different directory than the one you're working
    with.
3. Cut a symbolic link to your `cgi-bin` directory from the second project and try to paste it into the
    other.
4. Paste the symbolic link into a subdirectory of the first project and then the error message with the
    link to start this issue appeared.

The entire directory represented by the project tree in the second window is now gone from the file system.


**Atom**: 1.41.0 x64
**Electron**: 4.2.7
**OS**: Linux Mint
**Thrown From**: Atom Core


### Stack Trace

Uncaught Error: ENOENT: no such file or directory, lstat '/home/fuzzy/projects/py38/hw2'

```
At fs.js:115

Error: ENOENT: no such file or directory, lstat '/home/fuzzy/projects/py38/hw2'
    at Proxy.realpathSync (fs.js:1435:7)
    at Proxy.fs.realpathSync (ELECTRON_ASAR.js:306:40)
    at TreeView.moveEntry (/usr/share/atom/resources/app/static/<embedded>:14:1008489)
    at TreeView.onDrop (/usr/share/atom/resources/app/static/<embedded>:14:1015418)
    at HTMLDivElement.<anonymous> (/usr/share/atom/resources/app/static/<embedded>:14:989049)
```

### Commands

```
     -3:56 pane:split-right-and-copy-active-item (li.directory.entry.list-nested-item.expanded.selected)
     -3:38.9.0 pane:close (div.item-views)
     -2:10.2.0 editor:consolidate-selections (input.hidden-input)
     -2:10.2.0 core:cancel (input.hidden-input)
     -0:29.5.0 tree-view:paste (span.name.icon.icon-file-directory)
```

### Non-Core Packages

```

```

",""
"29","Uncaught Error: ENOENT: no such file or directory, lstat '~/Downloads\europe.png'","Tried to drag and drop an image from downloads.

**Atom**: 1.41.0 x64
**Electron**: 4.2.7
**OS**: Microsoft Windows 8.1
**Thrown From**: Atom Core


### Stack Trace

Uncaught Error: ENOENT: no such file or directory, lstat 'C:\Users\Hannah\Downloads\europe.png'

```
At fs.js:115

Error: ENOENT: no such file or directory, lstat 'C:\Users\Hannah\Downloads\europe.png'
    at Proxy.realpathSync (fs.js:1435:7)
    at Proxy.fs.realpathSync (ELECTRON_ASAR.js:306:40)
    at TreeView.moveEntry (~/AppData/Local/atom/app-1.41.0/resources/app/static/<embedded>:14:1008510)
    at TreeView.onDrop (~/AppData/Local/atom/app-1.41.0/resources/app/static/<embedded>:14:1015683)
    at HTMLDivElement.<anonymous> (~/AppData/Local/atom/app-1.41.0/resources/app/static/<embedded>:14:989070)
```

### Commands

```
  3x -8:53.4.0 core:backspace (input.hidden-input)
     -8:48.9.0 intentions:highlight (input.hidden-input)
     -8:48.2.0 core:save (input.hidden-input)
```

### Non-Core Packages

```
atom-beautify 0.33.4 
atom-ternjs 0.20.0 
autoclose-html 0.23.0 
busy-signal 2.0.1 
csslint 1.2.0 
emmet 2.4.3 
intentions 1.1.5 
language-ejs 0.4.0 
linter 2.3.1 
linter-jshint 3.1.17 
linter-ui-default 1.8.0 
pigments 0.40.2 
```

",""
"30","Data loss/corruption after crash","My computer crashed while editing a large python project and now the main file is completely blank. The file is now 10kB of 0x20 followed by a 0x0d, 0x0a. There is nothing in .atom/recovery. I hadn't committed about 5 days of work on this file. Is it just completely gone? I don't understand how the crash could completely destroy the file. Does atom have any autosaves, backups, or cached copys? ",""
"31","Not possible to scroll down, view text while editing multiple lines","## Summary

I want to be able to scroll / see the text I'm editing not only the first occurrence where the first cursor is placed.

## Motivation

When editing text I want to make sure that the edits are what I expect. But this simply does not work in the current state. 

## Describe alternatives you've considered

Scroll down, edit text, scroll down, scroll down, scroll down",""
"32","""atom --wait"" does not work","### Prerequisites

* [X] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: <https://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode>
    * Followed all applicable steps in the debugging guide: <https://flight-manual.atom.io/hacking-atom/sections/debugging/>
    * Checked the FAQs on the message board for common solutions: <https://discuss.atom.io/c/faq>
    * Checked that your issue isn't already filed: <https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom>
    * Checked that there is not already an Atom package that provides the described functionality: <https://atom.io/packages>

### Description

On Windows 10, running `atom --wait` does not cause the command shell to block until the relevant file tab or application window is closed.  This makes it impossible to use atom as the default editor for git.

### Steps to Reproduce

1. Install latest build of Git for Windows 10 x64.
2. Install latest build of Atom editor for Windows 10 x64.
NOTE: In the preceding two steps, make sure to check the the install option to make Atom the default editor for git.
3. Edit an existing file within an existing Git repo.
4. Using a Windows Command Prompt, run `git add -u`.
5. Using a Windows Command Prompt, run `git commit`.

**Expected behavior:**

Atom should launch to act as commit message editor, and Command Prompt should block until the user closes the Atom application window containing the commit message file or simple closes the commit message file tab within the Atom application window.

**Actual behavior:**

Atom launches to act as commit message editor, but the Command Prompt does not block, and instead git issues the following error output inside the Command Prompt:

```
hint: Waiting for your editor to close the file...
Aborting commit due to empty commit message.
```

**Reproduces how often:**

100%

### Versions

WinVer: Microsoft Windows 10 version 1909 (OS Build 18363.476)
 Atom    : 1.41.0
Electron: 4.2.7
Chrome  : 69.0.3497.128
Node    : 10.11.0

### Additional Information

I've already run `git config --global core.editor` to verify that the command line configured in git should be correct:

```
$ git config --global core.editor
""D:\Users\Keith\AppData\Local\atom\app-1.41.0\atom.exe"" --wait
```
",""
"33","Uncaught Error: Cannot call function 'getPosition' on missing remote object 46","[Enter steps to reproduce:]

1. ...
2. ...

**Atom**: 1.41.0 x64
**Electron**: 4.2.7
**OS**: Ubuntu 18.04.3
**Thrown From**: Atom Core


### Stack Trace

Uncaught Error: Cannot call function 'getPosition' on missing remote object 46

```
At /snap/atom/242/usr/share/atom/resources/electron.asar/renderer/api/remote.js:222

Error: Cannot call function 'getPosition' on missing remote object 46
    at throwRPCError (/snap/atom/242/usr/share/atom/resources/electron.asar/browser/rpc-server.js:148:17)
    at /snap/atom/242/usr/share/atom/resources/electron.asar/browser/rpc-server.js:406:5
    at EventEmitter.ipcMain.on.args (/snap/atom/242/usr/share/atom/resources/electron.asar/browser/rpc-server.js:273:21)
    at EventEmitter.emit (events.js:182:13)
    at WebContents.<anonymous> (/snap/atom/242/usr/share/atom/resources/electron.asar/browser/api/web-contents.js:368:21)
    at WebContents.emit (events.js:182:13)

```

### Commands

```
     -1:59.5.0 github:toggle-github-tab (atom-workspace.workspace.scrollbars-visible-always.theme-one-dark-syntax.theme-one-dark-ui)
  5x -1:36.7.0 core:close (input.hidden-input)
```

### Non-Core Packages

```
platformio-ide-terminal 2.10.0 
```

",""
"34","Atom 1.41.0 does not open windows on macOS 10.14","### Prerequisites

* [X ] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: <https://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode>
    * Followed all applicable steps in the debugging guide: <https://flight-manual.atom.io/hacking-atom/sections/debugging/>
    * Checked the FAQs on the message board for common solutions: <https://discuss.atom.io/c/faq>
    * Checked that your issue isn't already filed: <https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom>
    * Checked that there is not already an Atom package that provides the described functionality: <https://atom.io/packages>

### Description

Since upgrade on 14.0 Atom will not open a window (Configuration, file, etc.).

### Steps to Reproduce

I had a a preexisting setup.

**Expected behavior:**
Open configuraton window or file window

**Actual behavior:**
Atom opens and presents the menu in menu bar.
It opens the window to pickup a file, but silently ignores command ( does not open editing window).
It does not open the Config window.

**Reproduces how often:**
Systematically 
### Versions

<!-- You can get this information from copy and pasting the output of `atom --version` and `apm --version` from the command line. Also, please include the OS and what version of the OS you're running. -->

Atom    : 1.41.0
Electron: 4.2.7
Chrome  : 69.0.3497.128
Node    : 10.11.0

ProductName:	Mac OS X
ProductVersion:	10.14.6
BuildVersion:	18G103

### Additional Information

<!-- Any additional information, configuration or data that might be necessary to reproduce the issue. -->

I tried safe mode, renamed the `~/.atom-backup`,  [deleted the whole installation](https://discuss.atom.io/t/how-do-i-uninstall-atom-on-macos/56064),  and reinstalled the image file, but to now avail.

I have also attempted [the advice on how to update to the latest version on MacOS](https://flight-manual.atom.io/faq/sections/i-am-unable-to-update-to-the-latest-version-of-atom-on-macos-how-do-i-fix-this/)

It seems that Atom itself is unable to start Chrome, or something?",""
"35","Append scopes instead of overriding them in tree-sitter grammars","<!--

Have you read Atom's Code of Conduct? By filing an Issue, you are expected to comply with it, including treating everyone with respect: https://github.com/atom/.github/blob/master/CODE_OF_CONDUCT.md

Do you want to ask a question? Are you looking for support? The Atom message board is the best place for getting support: https://discuss.atom.io

---

Keep in mind that Atom is highly customizable in a number of ways and we strongly prefer that you consider these options before filing this issue:

* https://flight-manual.atom.io/using-atom/sections/basic-customization/: tweak Atom's configuration, styles, and keybindings.
* https://flight-manual.atom.io/using-atom/sections/atom-packages/: install a community package.
* https://flight-manual.atom.io/hacking-atom/: use the Atom API in your init script, to create a package, or to enhance an existing package.

If you're convinced that none of these options are appropriate for the feature you want, please explain why that's the case by completely filling out the issue template below.

Also note that the Atom team has finite resources so it's unlikely that we'll work on feature requests. If we're interested in a particular feature however, we'll follow up and ask you to submit an RFC to talk about it in more detail.

-->

## Summary

When creating a grammar, there needs to be an option to append scopes instead of overriding them.

## Motivation

When targeting tree-sitter nodes in a grammar file, scopes inevitably get repeated. This makes grammars cumbersome and hard to maintain.

## Describe alternatives you've considered

None.

## Additional context

Consider the following example:

```cson
# Identifier
'identifier': [
  {
    # Match a long list of exceptions
    match: '^(Exception|TypeError|VeryLongListOfExceptions)$',
    scopes: 'entity.class.exception'
  },
  'entity'
]

# Inherited class
'class_definition > argument_list > identifier': [
  {
    # Match a long list of exceptions (again)
    match: '^(Exception|TypeError|VeryLongListOfExceptions)$',
    scopes: 'entity.class.exception.inherited'
  },
  'entity.class.inherited'
]
```

Would be much easier to maintain if scopes were appendable:

```cson
# Identifier
'identifier': [
  {
     # Match a long list of exceptions
    match: '^(Exception|TypeError|VeryLongListOfExceptions)$',
    scopes: 'entity.class.exception'
  },
  'entity'
]

# Inherited class
'class_definition > argument_list > identifier': + 'class.inherited' # Append
```

",""
"36","Atom is not saving or opening","### Prerequisites

* [X] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: <https://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode>
    * Followed all applicable steps in the debugging guide: <https://flight-manual.atom.io/hacking-atom/sections/debugging/>
    * Checked the FAQs on the message board for common solutions: <https://discuss.atom.io/c/faq>
    * Checked that your issue isn't already filed: <https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom>
    * Checked that there is not already an Atom package that provides the described functionality: <https://atom.io/packages>

Note: [`--clear-window-state` does not seem to do much](https://discuss.atom.io/t/unexpected-atom-clear-window-state-behaviour/69833?u=larsgw), but from what I have seen it does not help with the issue.

### Description

After opening a few files, I cannot save changes or open additional files. This is fixed for a while after restarting, but not for long. I narrowed it down to the `github` package (with an open Git tab).

### Steps to Reproduce

  1. Open the Git tab
  2. Open files
  3. Save changes to files

**Expected behavior:**

Continue to be able to open and save files.

**Actual behavior:**

Saving and opening silently fails, both in terms of UI and what is in the file system.

**Reproduces how often:**

Every time, but the number of files you can open seems to differ. I only ever get to save once though.

### Versions

```
> atom -v
Atom    : 1.41.0
Electron: 4.2.7
Chrome  : 69.0.3497.128
Node    : 10.11.0

> uname -v
#1 SMP Debian 5.3.7-1 (2019-10-19)
```

### Additional Information

  - See also #18114 (locked due to inactivity and a lot of ""+1""s from people with other problems)
  - I posted [on the forum](https://discuss.atom.io/t/files-not-opening-or-saving-debian/69839?u=larsgw)",""
"37","Atom silently fails to start up when incorrect path given on command line","### Prerequisites

* [X] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: <https://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode>
    * Followed all applicable steps in the debugging guide: <https://flight-manual.atom.io/hacking-atom/sections/debugging/>
    * Checked the FAQs on the message board for common solutions: <https://discuss.atom.io/c/faq>
    * Checked that your issue isn't already filed: <https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom>
    * Checked that there is not already an Atom package that provides the described functionality: <https://atom.io/packages>

### Description

I found that when calling atom from the command line, 
```
atom myfile.py test/test_myfile.py
```
atom may fail silently and not start up.

As it turns out, directory `test` did not exist, my tests were in directory `tests` (note the trailing 's') instead. I have verified this behaviour both with multiple file arguments and with a single file argument as well as with wildcard arguments.

Current behaviour: Atom does not start up at all and returns to the command line, failing silently. There does not appear to be any crash log associated with this behaviour.

Expected behaviour: Atom provides some sort of error message (such as ""path <path> not found"") or proceeds starting up 

Rather than failing silently, it would make sense to provide a message back to the command line such as ""path not found"", or to finish starting up into the UI and present a dialog showing either an error message or offering to create the path+file.


<!-- Description of the issue -->

### Steps to Reproduce

1. Ensure atom is not already running
2. From the command line, start up atom to open a file from a path that doesn't exist, for instance
```
atom nonexistingpath/myfile.txt
```

In my case I tried opening `test/test.py` where directory `test` didn't exist (rather it was called `tests`).

**Expected behavior:**

- Atom provides any kind of error message useful for troubleshooting (either in the UI or on the command line) and/or helps creating the missing path

**Actual behavior:**

- Nothing happens. Atom returns to the command line, failing silently. There doesn't seem to be a crash log.

**Reproduces how often:**

100%

### Versions

Reproduced with Atom version: 1.41.0 (x64), Ubuntu oct. 2019

<!-- You can get this information from copy and pasting the output of `atom --version` and `apm --version` from the command line. Also, please include the OS and what version of the OS you're running. -->

### Additional Information

<!-- Any additional information, configuration or data that might be necessary to reproduce the issue. -->
",""
"38","Quit Atom leaves several ""Atom Helper""  processes active","### Prerequisites

[x] - Reproduced the problem in Safe Mode: <https://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode>
[x] - Followed all applicable steps in the debugging guide: <https://flight-manual.atom.io/hacking-atom/sections/debugging/>
[x] - Checked the FAQs on the message board for common solutions: <https://discuss.atom.io/c/faq>
[x] - Checked that your issue isn't already filed: <https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom>
[x] - Checked that there is not already an Atom package that provides the described functionality: <https://atom.io/packages>

### Description

<!-- Description of the issue -->

### Steps to Reproduce

1. I've opened atom on project I open every day
2. Close atom
3. Open Activity Monitor


**Expected behavior:**

I expected all ""Atom Helper"" processes to have been terminated

**Actual behavior:**

![Screenshot 2019-11-08 at 10 05 26](https://user-images.githubusercontent.com/136777/68468480-04b62680-0210-11ea-9166-105c3b26bf61.png)

**Reproduces how often:**

All the time

### Versions

<!-- You can get this information from copy and pasting the output of `atom --version` and `apm --version` from the command line. Also, please include the OS and what version of the OS you're running. -->

### Additional Information




<!-- Any additional information, configuration or data that might be necessary to reproduce the issue. -->
",""
"39","The horizontal wheel of mouse is invalid","version: 1.41.0 x64(win10) electron 4.2.7 chrome 69.0.3497.128 node v10.11.0
mouse: logi m590
The horizontal wheel of mouse does not work in Atom(win10). But the horizontal wheel of mouse works well in Atom(Ubuntu). I mean when I open a PDF file in Atom(win10), I cannot use the  horizontal wheel of mouse, but sometimes it works. The pdf plugin is ""pdf-view"".
",""
"40","Atom 1.41 on Linux periodically makes a white flash and doesn't crash but generates a coredump","<!--

Have you read Atom's Code of Conduct? By filing an Issue, you are expected to comply with it, including treating everyone with respect: https://github.com/atom/.github/blob/master/CODE_OF_CONDUCT.md

Do you want to ask a question? Are you looking for support? The Atom message board is the best place for getting support: https://discuss.atom.io

-->

### Prerequisites

* [X] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: <https://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode>
    * Followed all applicable steps in the debugging guide: <https://flight-manual.atom.io/hacking-atom/sections/debugging/>
    * Checked the FAQs on the message board for common solutions: <https://discuss.atom.io/c/faq>
    * Checked that your issue isn't already filed: <https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom>
    * Checked that there is not already an Atom package that provides the described functionality: <https://atom.io/packages>

### Description

<!-- Description of the issue -->

If you use Atom 1.41 on Linux the GUI will periodically make a white flash and the application will not crash but it will generate a coredump.  No specific steps cause the white flash to happen you just have to use the application for an unspecified amount of time and it will periodically happen.  This problem didn't occur in 1.40.1 or earlier version so I'm guessing it might have to do with the Electron upgrade? 

```bash
$ sudo journalctl | grep atom
Nov 05 12:45:57 dubbi audit[30999]: ANOM_ABEND auid=1000 uid=1000 gid=1000 ses=2 subj=unconfined_u:unconfined_r:unconfined_t:s0-s0:c0.c1023 pid=30999 comm=""atom"" exe=""/usr/share/atom/atom"" sig=11 res=1
Nov 05 12:45:57 dubbi kernel: atom[30999]: segfault at 7f83ad0e1fff ip 00007f82b600f5db sp 00007fff7955c2c0 error 6 in vmwgfx_dri.so[7f82b5bfa000+c8e000]
Nov 05 12:45:58 dubbi systemd-coredump[37620]: Process 30999 (atom) of user 1000 dumped core.
                                               #5  0x0000557b9a686904 n/a (atom)
                                               #6  0x0000557b9a68686e n/a (atom)
                                               #7  0x0000557b9a686cf4 n/a (atom)
                                               #8  0x0000557b9a687367 n/a (atom)
                                               #9  0x0000557b9a6964c8 n/a (atom)
                                               #10 0x0000557b9a689886 n/a (atom)
                                               #11 0x0000557b9aa3fb06 n/a (atom)
                                               #12 0x0000557b9a932cea n/a (atom)
                                               #13 0x0000557b9a908af0 n/a (atom)
                                               #14 0x0000557b9a91ce89 n/a (atom)
                                               #15 0x0000557b9a8e03c8 n/a (atom)
                                               #16 0x0000557b9ad21f5e n/a (atom)
                                               #17 0x0000557b9ad21db4 n/a (atom)
                                               #18 0x0000557b9ad20cf6 n/a (atom)
                                               #19 0x0000557b9ad1bb07 n/a (atom)
                                               #20 0x0000557b9ad1a095 n/a (atom)
                                               #21 0x0000557b9ad27d15 n/a (atom)
                                               #22 0x0000557b99b24538 n/a (atom)
                                               #23 0x0000557b99b3f130 n/a (atom)
                                               #24 0x0000557b99b3f676 n/a (atom)
                                               #25 0x0000557b99b3f873 n/a (atom)
                                               #26 0x0000557b99b54b9f n/a (atom)
                                               #30 0x0000557b99b404c2 n/a (atom)
                                               #31 0x0000557b99b5b645 n/a (atom)
                                               #32 0x0000557b9c885e18 n/a (atom)
                                               #33 0x0000557b999cd969 n/a (atom)
                                               #34 0x0000557b9adc8475 n/a (atom)
                                               #35 0x0000557b999cbba1 n/a (atom)
                                               #36 0x0000557b97fdd27b n/a (atom)
                                               #38 0x0000557b97fdd02a _start (atom)
                                               #1  0x0000557b99bc68a2 n/a (atom)
                                               #2  0x0000557b99b40171 n/a (atom)
                                               #3  0x0000557b99b5b645 n/a (atom)
                                               #4  0x0000557b99b8f10f n/a (atom)
                                               #5  0x0000557b99bcee17 n/a (atom)
                                               #1  0x0000557b99bdba4a n/a (atom)
                                               #2  0x0000557b99bd93e3 n/a (atom)
                                               #3  0x0000557b99bcc8d2 n/a (atom)
                                               #4  0x0000557b99b5b645 n/a (atom)
                                               #5  0x0000557b99b82f77 n/a (atom)
                                               #6  0x0000557b99b8f10f n/a (atom)
                                               #7  0x0000557b99bcee17 n/a (atom)
                                               #1  0x0000557b99bc68a2 n/a (atom)
                                               #2  0x0000557b99bc6aa1 n/a (atom)
                                               #3  0x0000557b99b7ec18 n/a (atom)
                                               #4  0x0000557b99b7f132 n/a (atom)
                                               #5  0x0000557b99b7ee34 n/a (atom)
                                               #6  0x0000557b99bcee17 n/a (atom)
                                               #1  0x0000557b99bc68a2 n/a (atom)
                                               #2  0x0000557b99bc6aa1 n/a (atom)
                                               #3  0x0000557b99b7ec18 n/a (atom)
                                               #4  0x0000557b99b7f132 n/a (atom)
                                               #5  0x0000557b99b7ee34 n/a (atom)
                                               #6  0x0000557b99bcee17 n/a (atom)
                                               #1  0x0000557b99bdba4a n/a (atom)
                                               #2  0x0000557b99bd93e3 n/a (atom)
                                               #3  0x0000557b99bcc8f0 n/a (atom)
                                               #4  0x0000557b99b5b645 n/a (atom)
                                               #5  0x0000557b99b8f10f n/a (atom)
                                               #6  0x0000557b99bcee17 n/a (atom)
```

### Steps to Reproduce

1. Use Atom 1.41 on Linux for an unspecified amount of time.

**Reproduces how often:**

All the time but cannot say how much use time needs to occur before you see it.

### Versions

1.41

",""
