@relation Issues

@attribute Id string
@attribute Title string
@attribute Body string
@attribute Label {'',electron-4,electron,more-information-needed,mac,uncaught-exception,linux,packages/solarized-dark-syntax,network,'d â¬‡ï¸?','i â¬‡ï¸?',triaged,'v â¬‡ï¸?','d â¬†ï¸?',tree-sitter,auto-updater,regression,windows,packages/one-dark-ui,packages/one-light-ui,iteration-plan,packages/go-to-line,electron-3,'v â¬†ï¸?','FY2019Q5 atom perf','i â¬†ï¸?',crash,'FY2019Q5 deterministic builds',installer,startup-time,needs-reproduction,build-error,editor-rendering,blocked,git,package-migration,packages/grammar-selector,stale,packages/dalek,ui,papercut,atom.io,data-loss,proposal,documentation,help-wanted,performance,error-from-save,question,auto-indent,i18n}

@data
105,'iteration plan july aug','july constants subclasses leaking arithmetic shellscript restored inconsistent constants ansi shellscript optional truncated channel oracle lib64 libstdc glibcxx iteration',iteration-plan
106,'','','d â¬‡ï¸?'
107,'','','i â¬‡ï¸?'
108,'','',regression
109,'',bug,triaged
110,'','','v â¬‡ï¸?'
111,'','',electron
112,'','',electron-4
113,'','',regression
114,'','guide displayed character displayed',triaged
115,'','',tree-sitter
116,'','guide detect detect',triaged
117,'horizontal margin','horizontalscrollmargin horizontal e1f23d80 a3e8 8e2b e0a41da476ed horizontal horizontalscrollmargin 8378b5116af606a97c59663226da430af6206414 l176 autoscrollhorizontally guttercontainerwidth autoscroll 8378b5116af606a97c59663226da430af6206414 l2080 calculating desiredscrollright horizontal margin horizontalscrollmargin gutterwidthcontainer horizontal margin guttercontainerwidth horizontalscrollmargin guttercontainerwidth calculating horizontal margin horizontalscrollmargin horizontally horizontalscrollmargin verticalscrollmargin horizontalscrollmargin horizontal margin horizontally guttercontainerwidth calculating horizontal margin',''
118,'vietnamese chars','vietnamese chars font vietnamese áº áº ãª 2f3c7b00 a088 8ce6 089d3cea1685 font',''
119,page,'vcxsrv lxde vcxsrv lxde serving vcxsrv portable lxde navigated panel installpanel addpackageviews panel panel atomioclient module atomioclient fetchfromcache atomioclient module atomioclient featuredpackages installpanel loadfeaturedpackages panel installpanel panel settingsview getorcreatepanel settingsview showpanel clickhandler',''
120,'button insecure response','produce 1a comma 1b gd insecure response processing conversion sternlab',''
121,'generate 64bit','fork œscript bootstrapâ generate 64bit computer œscript buildâ building stops v10 v6 wrote fingerprint xr gitprojects fingerprint cbfce05d767b0c926487b711109ed54461b24ed0 xr gitprojects xr gitprojects transpiling xr gitprojects transpiling superstring xr gitprojects superstring gyp rebuild aborted dumped gyp require gyp load gyp gyp configure gyp gyp failed gyp childprocess oncpexit xr gitprojects manager gyp configure gyp childprocess gyp childprocess onexit internal child gyp generic gyp xr gitprojects manager xr gitprojects manager gyp gyp rebuild gyp xr gitprojects superstring gyp v10 gyp gyp v3 gyp aborted dumped elifecycle errno superstring gyp rebuild failed superstring xr logs 18t20 748z child throw failed xr gitprojects manager checkexecsyncerror child object execfilesync child module xr gitprojects module xr gitprojects object xr gitprojects module internal cjs loader object module internal cjs loader module load internal cjs loader trymoduleload internal cjs loader module load internal cjs loader module runmain internal cjs loader internal bootstrapnodejscore internal research suggesting didnâ generation applied building separately superstring superstring separately building unsuccessful',''
122,'','','d â¬†ï¸?'
123,'','',electron
124,'','','i â¬‡ï¸?'
125,'','',regression
126,'','guide distribution built git',triaged
127,'','','v â¬‡ï¸?'
128,'','','d â¬†ï¸?'
129,'','','i â¬‡ï¸?'
130,'','','v â¬‡ï¸?'
131,target,'unnecessarily slight jump 18e226',packages/go-to-line
132,'textmate specifications scopes handled','scope specifier contentname specifies scopes handled 865d 6fba209631ad scopes specification scope automated scope specifier scopes separated vscode accepts specification 9c5e8a00 865e 986d f7bfd8d050e5 posted posted online item interpolation begin begincaptures keyword substatement powershell punctuation definition substatement powershell punctuation substatement begin powershell punctuation begin powershell punctuation substatement begin powershell contentname interpolated complex source powershell endcaptures punctuation powershell punctuation substatement powershell substatement powershell scopes alternate ideas scoped scope specification highest',''
133,'','',network
134,'','pane pane',uncaught-exception
135,'openat stale connections','connection letting traverse holds fds sftp sftp connection sftp connection disco',network
136,'enabling notify failures v3','retainedobjectinfo retainedobjectinfo removeenvironmentcleanuphook internalcallbackscope 0140999b 0140a236 015738dc 015af71e 015af892 015afa54 015b04b3 015b00f5 01404ab6 rtlinitializeexceptionchain rtlinitializeexceptionchain',electron-3
137,'reuse cache azure devops','building generate 1edf94a24032a8a0e555c3db7aa7de01e5b00633 generate transforming source concatenating giant timings caching facility skips transformation advantage azure pipelines significant chunk jasonrudolph authored',''
138,'','','d â¬‡ï¸?'
139,'','','i â¬‡ï¸?'
140,'','guide folder',triaged
141,'','','v â¬‡ï¸?'
142,'','','d â¬†ï¸?'
143,'','','i â¬‡ï¸?'
144,'','guide click',triaged
145,'','','v â¬†ï¸?'
146,'environment accessible','global usages unreliable state identified usages watcher watcher l185 watcher l223 watcher l232 watcher l547 l548 l33 l37 discussed archives g2lcnpxbp p1557406371287600 usages global object global object relying usage big object accessed originalatom global object defineproperty global global originalatom',''
147,'reduce number loaded','deduplicate unneeded reduction delay delay hypothesis evaluation timing 133d9153ede248529204b5bfd6dff5bbc02eba69 l13 286a110ef4dc1f50e146e7e08ec320728bae41f4 l85 contributor median 160ms required 6d00e5300fd4ea3741a15bf71980a20e unique duplication nodegit promisify required plug origrequire starttime rootpath pathrelative rootpath moduleid modulepath pathrelative moduleid modulepath startswith modulepath required pathrelative origrequire debugsavestartupmodules starttime writefilesync debugsavestartupmodules 286a110ef4dc1f50e146e7e08ec320728bae41f4 l85','FY2019Q5 atom perf'
148,'','','d â¬†ï¸?'
149,'','','i â¬‡ï¸?'
150,'','','v â¬‡ï¸?'
151,'','','d â¬†ï¸?'
152,'','',electron
153,'','','i â¬‡ï¸?'
154,'','','v â¬‡ï¸?'
155,'opening lock seconds','snip locks mouse movable gdm3 locks usage htop spikes settles unfreezes offers kill unfreezes apt policy n11 candidate packagecloud atomeditor packagecloud atomeditor packagecloud atomeditor launchpad source shorter locks shorter duration repeatable underlying',''
156,'invalid pattern','private 0qmk0nxd41g5qk9l26dl1rhh0000gp apptranslocation 5765e851 e4c7 4d21 4e53748411c7 scanner exports scanner createscanner private 0qmk0nxd41g5qk9l26dl1rhh0000gp apptranslocation 5765e851 e4c7 4d21 4e53748411c7 scanner exports scanner getscanner private 0qmk0nxd41g5qk9l26dl1rhh0000gp apptranslocation 5765e851 e4c7 4d21 4e53748411c7 scanner exports scanner findnextmatch private 0qmk0nxd41g5qk9l26dl1rhh0000gp apptranslocation 5765e851 e4c7 4d21 4e53748411c7 rule exports rule findnextmatch private 0qmk0nxd41g5qk9l26dl1rhh0000gp apptranslocation 5765e851 e4c7 4d21 4e53748411c7 rule exports rule getnexttags private 0qmk0nxd41g5qk9l26dl1rhh0000gp apptranslocation 5765e851 e4c7 4d21 4e53748411c7 exports private 0qmk0nxd41g5qk9l26dl1rhh0000gp apptranslocation 5765e851 e4c7 4d21 4e53748411c7 textmatelanguagemode buildtokenizedlineforrowwithtext private 0qmk0nxd41g5qk9l26dl1rhh0000gp apptranslocation 5765e851 e4c7 4d21 4e53748411c7 textmatelanguagemode buildtokenizedlineforrow private 0qmk0nxd41g5qk9l26dl1rhh0000gp apptranslocation 5765e851 e4c7 4d21 4e53748411c7 textmatelanguagemode tokenizenextchunk private 0qmk0nxd41g5qk9l26dl1rhh0000gp apptranslocation 5765e851 e4c7 4d21 4e53748411c7 tokenizationstarted pendingchunk alive defer private 0qmk0nxd41g5qk9l26dl1rhh0000gp apptranslocation 5765e851 e4c7 4d21 4e53748411c7 private 0qmk0nxd41g5qk9l26dl1rhh0000gp apptranslocation 5765e851 e4c7 4d21 4e53748411c7 vue graphql vue sass',uncaught-exception
157,'','pane pane pane notificationelement exports notificationelement notificationelement exports notificationelement notificationelement exports notificationelement symbols symbols slash twig',uncaught-exception
158,'','','d â¬‡ï¸?'
159,'','','i â¬†ï¸?'
160,'','ed guide',triaged
161,'','','v â¬‡ï¸?'
162,'support semantic','filling token requesting scope scopes lexical token semanticolor semanticolor advantage scope requested scopes lexical token scope languagelayer languagemode idforscope scopename languagelayer languagemode idforscope scopename treecursor nodetext produce scopes lexical token digitallyserviced semanticolor',''
163,'buffer overflow detected','unexpectedly overflow ervin terminated crash freshly crash crash hour crash crash linuxmint crash dump',crash
164,'typeerror invalid point nan','forward forward occurring nathaniel appdata exports assertvalid appdata translatescreenposition appdata exports translatescreenposition appdata displaymarker exports displaymarker setheadscreenposition appdata changeposition appdata changeposition appdata setscreenposition appdata moveleft appdata movecursors appdata transact appdata transact appdata transact appdata movecursors appdata moveleft appdata appdata appdata appdata exports appdata exports appdata appdata 5x 3x 16x',uncaught-exception
165,'typeerror read undefined','emittext texteditorcomponent texteditorcomponent updatesyncbeforemeasuringcontent texteditorcomponent updatesync texteditorcomponent improved slash browser',uncaught-exception
166,'mixin details','mixin netbeans netbeans mixin ctl',''
167,'fetching outdated console','cc9e9380 55ef 88f6 6f8b9bb143cb complain 3028c100 55f0 84c5 eec06f64688a œâ œâ datatip œâ œâ œâ œâ œâ ternjs œâ autoprefixer œâ œâ picker œâ docblockr œâ œâ œâ œâ œâ machine œâ œâ œâ œâ apache œâ œâ nginx œâ œâ œâ œâ enhanced œâ œâ minimap œâ minimap œâ minimap cursorline œâ minimap œâ minimap œâ minimap quick œâ minimap œâ minimap œâ œâ œâ œâ manager œâ quick œâ œâ ftp œâ œâ œâ œâ',''
168,'invisible elementary','maximized maximized bellow direction unmaximize id elementary elementary codename generic feb partial solucion maximized coffeescript iswindowmaximized unmaximizewindow',''
169,'','','d â¬†ï¸?'
170,'','','i â¬‡ï¸?'
171,'','','v â¬‡ï¸?'
172,'enhance fast','resolving builds yaml yaml finishing investigation realized yaml yaml misleading visualstudio buildid jobid a5e52b91 c83f 4a68 c246fc63a4f7 taskid bde16fc7 5b1c 12aa 0110866d993c linestart lineend colstart colend loses suppresses exiting yaml finishing proposed teach builds fast undesirable consequences developers discover builds fixing innocent developers learn buried middle yaml teach','FY2019Q5 deterministic builds'
173,'npm usr share resources app modules npm modules sntp','preferences ansible ansible pink œlanguage ansible 2â failed outputâ outputâ reveals sntp sntp token cainesaj logs 243z cat twenty cat distrib id distrib distrib codename bionic distrib sntp portable qf sntp fc29',''
174,'','',regression
175,'','guide spec folder run run spec run run git git git spec run ran resolved resolved run git folder disable git',triaged
176,'reassigned removed','guide reassigned reassign 3e586400 1ba53a2dc4ba 43b5ae80 8dcf cbfbb116d381 git archdesk arch1 mon mar',triaged
177,'','','d â¬†ï¸?'
178,'','','i â¬‡ï¸?'
179,'','','v â¬‡ï¸?'
180,'provide option enable darktheme option browserwindow','locked iâ dark variant predominantly dark dark variant darktheme browserwindow generally stick sore thumb chooses dark distracting ideal dark variant dark variant distracted dark variant finding dark variant distracting titlebar similiarly handled initialisation browserwindow darktheme browserwindow',''
181,'','','d â¬†ï¸?'
182,'','','i â¬‡ï¸?'
183,'','','v â¬‡ï¸?'
184,'','','d â¬†ï¸?'
185,'','','i â¬‡ï¸?'
186,'','','v â¬‡ï¸?'
187,'bootstrap centos warnings src','v6 bootstra alex v6 v3 gyp verb gypi rh source temp gypi gyp verb gypi gypi rh source temp gypi gyp verb gypi gypi rh source temp gypi gyp verb gyp gyp forcing gyp info spawn rh source temp manager gyp info spawn args rh source temp manager gyp gyp gyp py gyp info spawn args gyp gyp info spawn args gyp info spawn args gyp info spawn args gyp info spawn args rh source temp gypi gyp info spawn args gyp info spawn args rh source temp manager gyp addon gypi gyp info spawn args gyp info spawn args shengxin gyp gyp iojs gypi gyp info spawn args dlibrary gyp info spawn args dvisibility gyp info spawn args dnode shengxin gyp gyp iojs gyp info spawn args dnode gyp rh source temp manager gyp gyp info spawn args dnode iojs gyp info spawn args dmodule rh source temp gyp info spawn args depth gyp info spawn args gyp info spawn args gyp info spawn args gyp info spawn args goutput gyp verb gyp verb gyp verb architecture gyp verb shengxin gyp gyp iojs gyp verb succeeded gyp info spawn gyp info spawn args buildtype parser parser declaration declare parser declaration declare parser declaration declare parser pragma gcc diagnosticâ parser countâ initializer parser braces initializer parser parse actions actionâ obj parser gyp gyp failed gyp childprocess onexit rh source temp manager gyp gyp gyp childprocess gyp childprocess onexit internal child gyp el6 gyp rh source temp manager rh source temp manager gyp rebuild gyp rh source temp gyp gyp gyp v3 gyp elifecycle errno gyp rebuild failed shengxin logs 01t00 997z 39m child throw failed rh source temp manager loglevel checkexecsyncerror child object execfilesync child module rh source temp object rh source temp module module object module module module load module trymoduleload module module load module module runmain module',''
188,'',crash,crash
189,'','','d â¬†ï¸?'
190,'','','i â¬†ï¸?'
191,'','',linux
192,'','folder git folder git git built git',triaged
193,'','','v â¬‡ï¸?'
194,'','rm rf rm rf rm rf rm rf rm rf preferences rm rf shipit rm rf rm rf saved state savedstate rm rf caches rm rf caches e493f800 35eb ee35ac2c227e',''
195,'ebusy resource busy locked unlink','xchecked xchecked ebusy resource locked locked temp vm22 failed œsort failed jherna3 jherna3 jherna3 childprocess jherna3 childprocess childprocess onexit internal child jherna3 temp throw er ebusy resource locked jherna3 temp ng8g0e ck9qp object unlinksync rimrafsync jherna3 temp cleanupdirssync jherna3 temp temp cleanupsync jherna3 temp temp vm22 vm22 vm22 vm22 vm22 vm22 childprocess onexit internal child notice today limited basis jherna3 jherna3 state jherna3 state jherna3 links jherna3 links jherna3 links',''
196,'virtual memory leak executing make','allocates memory freeing memory allocation stops load torvalds distclean oldconfig memory allocates memory present mint generic dell xps ram',''
197,'','','d â¬†ï¸?'
198,'','','i â¬‡ï¸?'
199,'',click,triaged
200,'','','v â¬‡ï¸?'
201,'opening improved','blown instance bonus caveat bonus regexp foo positioned match foo',''
202,'','','d â¬†ï¸?'
203,'','','i â¬‡ï¸?'
204,'typeerror read undefined','appdata appdata appdata appdata appdata vue',uncaught-exception
205,'','','v â¬‡ï¸?'
206,'','',installer
207,'','',mac
208,scoring,'scoring shave faster',startup-time
209,preload,'preload early lazily faster',startup-time
210,'asynchronous loading','prepared asynchronously activations synchronously serial faster',startup-time
211,'texteditorelement forces reflow dom attachment','didattach isvisible reflow faster',startup-time
212,'keymapmanager ondidloaduserkeymap synchronous stat','ondidloaduserkeymap synchronous avoidable faster',startup-time
213,'investigate requires happening','investigated faster renderer',startup-time
214,'consolidate divergent versions snapshottable dependencies','diverge consolidating faster renderer copyfiles',startup-time
215,'gitrepository opensubmodules called synchronously','costly synchronously renderer submodules lazily faster renderer',startup-time
216,'','',linux
217,'','',needs-reproduction
218,'normalizepackagemetadata costly','normalizepackagemetadata fair improving renderer',startup-time
219,'','crash crash crash crash crash',crash
220,'','','d â¬†ï¸?'
221,'','','i â¬†ï¸?'
222,'','',tree-sitter
223,'','guide git',triaged
224,'','','v â¬‡ï¸?'
225,'bitmap gtk','global font bitmap font lxappearance dialogs squares font roboto dialogs bitmap font zevv peep zevv nl play zevv peep squares bitmap font squares bec50480 1fe7 917e cf0b0dd99447 font zevv nl play zevv peep',''
